Date,AAPL,ATVI,BAC,GE,GOOG,MSFT,NTDOY,ROKU,SPY,ACN,AMZN,COKE,DUK,FB,GM,GS,HMC,MO,NFLX,NKE,PEP,PFE,SNE,TGT,TM,TSLA,WIZD,WMT
2/25/2014,65.949753,18.71372,15.253495,21.383795,606.058167,33.395638,14.494353,,167.401733,74.306168,358.320007,72.562439,56.577568,69.849998,29.129108,152.764801,31.556953,28.781279,64.718575,35.670914,68.460785,26.673218,16.818499,47.781586,97.893471,248,0.415,64.423004
2/26/2014,65.354752,18.694489,15.244163,21.40918,606.142639,33.33337,14.842821,,167.410782,74.297241,359.799988,72.398346,56.458084,69.260002,29.718143,152.642883,31.400221,28.676085,64.112854,35.812485,67.95961,26.756863,16.915827,51.146839,97.145424,253,0.415,65.67897
2/27/2014,66.658447,18.800268,15.393518,21.578424,605.66571,33.680309,14.409592,,168.289276,74.261627,360.130005,72.938911,56.099655,68.940002,29.669733,155.061935,31.722403,29.024025,64.604286,35.849239,68.322517,26.957598,17.052088,51.290585,97.515228,252.539993,0.415,65.485741
2/28/2014,66.477783,18.607941,15.43086,21.553036,603.897217,34.080639,14.50377,,168.71492,74.252716,362.100006,73.016129,56.458084,68.459999,29.209787,156.065186,31.391508,29.339588,63.66143,35.977898,69.186615,26.857235,17.081284,52.880211,96.91008,244.809998,0.4,65.608711
3/3/2014,66.669823,18.771421,15.216152,21.256868,597.459106,33.609142,14.315411,,167.528534,73.495499,359.779999,77.186272,55.796978,67.410004,29.217865,154.461914,31.696289,29.493322,63.655716,35.559765,68.711365,26.748499,16.750362,52.38979,95.481224,250.559998,0.34,65.099297
3/4/2014,67.109421,18.954132,15.617561,21.705355,603.529602,34.16959,14.654459,,169.88324,74.813965,363.899994,81.414337,55.85273,68.800003,29.798826,158.202957,32.157795,29.994991,64.997147,36.124943,69.860588,27.342354,16.89636,51.857101,96.834427,254.839996,0.37,65.986389
3/5/2014,67.250908,19.271481,16.112616,21.942293,605.193787,33.902721,14.390755,,170.037186,74.929771,372.369995,82.495491,55.844757,71.57,30.274912,161.175201,32.149097,29.897896,64.785713,35.573544,70.580666,27.392536,17.013155,51.239857,95.19545,252.660004,0.355,65.696541
3/6/2014,67.047539,19.396494,16.206024,22.1877,605.864441,33.938305,14.409592,,170.42662,74.65361,372.160004,83.103638,55.781044,70.839996,30.291039,161.831512,32.479984,29.849342,64.358574,35.941143,70.772102,27.149975,17.383007,51.358231,96.363754,252.940002,0.36,65.766792
3/7/2014,67.008354,19.338799,16.187342,22.111538,603.470032,33.715904,14.343665,,170.4991,74.769417,372.059998,83.566994,55.804924,69.800003,30.412079,163.387939,32.323235,29.784622,64.052856,36.510918,70.972229,27.124886,17.470602,51.366692,95.783798,246.210007,0.365,65.925919
3/10/2014,67.068993,19.511892,16.31811,22.035383,601.870422,33.644733,14.004615,,170.408493,74.867416,370.529999,84.310287,55.45446,72.029999,29.927933,162.684708,31.844313,29.825073,62.849998,36.290356,71.120171,27.091429,17.558203,51.713356,95.262672,238.839996,0.45,65.793335
3/11/2014,67.722099,19.300329,16.131294,21.91691,596.117798,33.822651,14.004615,,169.566254,74.430901,368.820007,84.13652,55.334969,70.099998,28.386757,159.290588,32.122959,29.744158,62.497143,36.207642,72.059982,27.116514,17.37327,51.52734,94.523041,234.410004,0.45,66.226463
3/12/2014,67.787781,19.810005,16.140642,21.798437,599.749207,34.045048,13.957523,,169.611542,73.718193,370.640015,84.570915,56.043888,70.879997,28.128546,159.131195,31.835617,29.629377,62.368572,36.285759,71.485657,26.748499,17.363543,51.662621,93.548065,241.490005,0.45,66.765686
3/13/2014,67.034889,20.050419,16.028555,21.443029,590.688171,33.707001,13.98578,,167.709656,73.130241,371.51001,84.55159,56.21117,68.830002,27.507238,156.299622,31.208649,29.490005,61.437141,36.083584,71.181114,26.029182,17.159145,50.504234,92.631912,237.789993,0.45,66.235313
3/14/2014,66.281975,20.194664,15.692284,21.248398,582.610657,33.537979,13.788001,,167.238724,72.497726,373.73999,85.352821,56.314705,67.720001,27.751453,155.033844,30.886467,29.793352,60.64143,35.987087,70.484917,26.121191,16.711433,50.191383,91.413185,230.970001,0.45,65.660713
3/17/2014,66.540955,20.61215,15.981848,21.519188,592.198303,33.849331,13.844508,,168.75116,74.288345,375.040009,85.430038,56.633308,68.739998,28.19105,156.430878,31.260893,29.826141,60.388573,36.290356,71.398621,26.280106,16.760098,50.453499,93.018539,233.979996,0.45,66.014328
3/18/2014,67.129631,20.485933,16.056572,21.705355,601.716431,35.183739,13.627893,,169.955658,74.644699,378.769989,85.391434,55.948307,69.190002,28.630636,157.602875,30.79068,29.998312,60.035713,36.593601,71.311615,26.706678,16.691965,50.495781,92.312531,240.039993,0.44,66.093872
3/19/2014,67.111969,20.427679,16.290091,21.392258,595.750244,34.93465,13.543133,,169.050003,73.611298,373.230011,85.478287,54.72961,68.239998,28.418989,157.687302,30.651348,29.531,60.012856,36.368462,70.806915,26.522667,16.691965,50.292847,91.345947,235.839996,0.435,65.749123
3/20/2014,66.788559,20.311171,16.73844,21.383795,594.711975,35.877625,13.40186,,170.037186,73.994362,368.970001,85.343155,55.096016,66.970001,28.703911,158.662399,30.477196,29.801546,60.610001,36.423599,71.233307,26.689949,17.139683,50.47887,90.446609,234.910004,0.451,66.633102
3/21/2014,67.315308,20.175247,16.402176,21.493803,587.697571,35.726387,13.298263,,169.377365,73.789482,360.619995,84.986,55.02433,67.239998,28.500391,156.534042,30.485901,29.883533,57.998573,34.558086,71.476959,26.915779,17.285675,50.267479,90.244888,228.889999,0.451,67.269539
3/24/2014,68.113724,19.893686,16.224709,21.502262,575.223694,36.028862,13.97636,,168.676895,73.050072,351.850006,83.991722,55.215492,64.099998,28.60622,155.380753,29.954731,30.080296,54.128571,34.397266,71.259407,26.338654,17.178614,50.27594,90.723961,220.169998,0.47,67.852974
3/25/2014,68.846397,19.990776,16.075253,21.747663,575.61615,35.886524,13.49604,,169.477402,74.404167,354.709991,84.85083,55.69342,64.889999,28.093359,153.06488,30.172426,30.26067,52.977142,33.84129,71.703194,26.614672,17.76259,49.937717,91.161041,220.440002,0.475,67.950195
3/26/2014,68.188232,19.990776,16.047232,21.67997,562.327576,35.39724,13.765109,,168.258484,73.9142,343.410004,83.441498,55.358879,60.389999,27.857286,151.639664,30.186327,30.539413,53.182858,33.643703,72.11219,26.915779,17.686054,50.056091,94.606697,212.960007,0.48,67.38446
3/27/2014,67.895157,19.660671,15.888442,21.840752,555.406067,35.014717,13.651112,,167.903732,70.199341,338.470001,82.727158,56.091686,60.970001,28.093359,152.164734,30.27396,30.52302,52.025715,33.689659,71.825027,26.848871,17.901621,50.512695,95.505432,207.320007,0.475,67.304901
3/28/2014,67.819397,19.854851,15.860423,21.899984,556.927734,35.850937,13.907605,,168.731522,70.208244,338.290009,82.292786,56.107613,60.009998,28.272455,152.174118,30.528067,30.432833,51.267143,33.790745,72.181793,26.664858,18.273958,50.715614,96.575356,212.369995,0.53,67.189987
3/31/2014,67.804207,19.845142,16.065916,21.908449,553.924255,36.464771,14.145099,,170.114197,71.018913,336.369995,82.03215,56.728905,60.240002,28.020096,153.627426,30.966179,30.686991,50.290001,33.937782,72.660393,26.865595,18.734482,51.163757,96.635269,208.449997,0.535,67.561249
4/1/2014,68.424469,20.087866,16.196682,21.891523,564.058533,36.847294,13.983603,,171.242111,70.858566,342.98999,82.061096,56.290817,62.619999,27.954973,155.568253,30.843513,30.654182,52.098572,34.181305,72.12088,26.723406,19.048031,51.214478,96.909172,216.970001,0.505,67.861786
4/2/2014,68.53817,20.175247,16.093937,22.035383,563.899353,36.785027,13.879106,,171.815216,71.259445,341.959991,80.362152,55.964245,62.720001,28.394566,156.834015,31.115143,30.809961,51.84,34.250221,71.990356,27.007786,18.901054,51.485062,97.097481,230.289993,0.51,68.22419
4/3/2014,68.063202,19.650961,16.019209,22.196159,566.62439,36.482552,13.670113,,171.587814,70.689301,333.619995,79.541641,56.115578,59.490002,28.850439,155.727646,31.185246,30.818169,50.669998,33.997513,72.147003,27.099792,18.705086,52.186855,96.601036,225.399994,0.525,68.471741
4/4/2014,67.182701,19.534454,15.617559,22.018454,540.169861,35.46841,13.537115,,169.559265,69.611366,323,76.404388,56.147438,56.75,28.337584,153.055466,30.878565,30.801765,48.187141,33.469086,71.86853,26.899054,18.646297,51.696445,95.231529,212.229996,0.525,68.339127
4/7/2014,66.127869,18.864536,15.299978,21.874598,535.207153,35.406139,13.565615,,167.68541,70.270599,317.76001,77.44693,56.665176,56.950001,27.76774,148.667465,30.17757,30.867357,48.285713,32.545528,73.017174,26.096092,18.665892,51.155293,95.342804,207.520004,0.5,68.339127
4/8/2014,66.124092,19.165514,15.356023,21.789978,551.86554,35.423935,13.337621,,168.37674,69.745003,327.070007,78.672852,57.756439,58.189999,28.109644,146.792221,29.58173,31.064119,49.841427,33.505859,72.634308,25.82008,18.518917,52.000843,93.382706,215.460007,0.511,69.108185
4/9/2014,66.993195,19.262604,15.524158,21.959223,561.054993,36.002178,13.280622,,170.186935,70.754753,331.809998,79.107246,57.206825,62.41,27.368843,148.29245,29.958513,31.269089,50.432858,33.799927,73.017174,26.121191,18.440533,51.755634,92.210091,216.929993,0.53,68.922554
4/10/2014,66.12915,18.815989,15.057126,21.646122,537.991821,35.014717,13.128627,,166.612015,69.267159,317.109985,78.624596,57.023624,59.16,27.108349,146.248413,29.196178,31.006735,47.818573,33.289909,72.764824,25.60261,17.784039,50.453499,88.495316,204.190002,0.5,67.967888
4/11/2014,65.640236,18.485888,14.730203,21.519188,527.698425,34.881275,12.843637,,165.111084,69.501564,311.730011,78.248108,57.222755,58.529999,25.993076,143.191803,29.564205,30.867357,46.672855,32.73851,72.355835,24.975302,18.009401,49.802433,89.779221,203.779999,0.51,67.623131
4/14/2014,65.901756,18.680063,14.945035,21.75613,529.60791,34.854584,12.824636,,166.411865,70.159721,315.910004,78.383247,57.405956,58.889999,26.497799,145.08577,29.96727,31.359255,47.368572,33.257725,72.703918,24.983667,18.215166,50.242119,91.859146,198.089996,0.505,68.401024
4/15/2014,65.431808,18.515011,15.309322,21.849213,533.50647,35.361652,12.65364,,167.55806,71.151436,316.079987,77.977829,57.995388,59.09,27.157192,145.254547,29.862129,31.326469,46.610001,33.211784,73.060692,25.000397,18.175972,50.292847,91.465424,193.910004,0.52,67.959015
4/16/2014,65.564453,18.883953,15.066464,22.103075,553.496582,35.939903,12.739139,,169.31369,71.322739,323.679993,78.257774,58.329937,59.720001,27.653769,147.411072,30.282721,31.449453,47.344284,33.588558,73.765518,25.167681,18.401339,50.656433,92.84346,199.110001,0.51,68.259575
4/17/2014,66.313568,19.116968,15.085149,22.475409,533.168335,35.592957,12.957633,,169.550186,71.133415,324.910004,77.910263,57.80423,58.939999,27.661905,147.617294,29.940987,31.523228,49.39143,34.015884,74.444283,25.301502,18.332745,50.732517,92.458313,198.119995,0.53,68.648537
4/21/2014,67.100571,19.116968,15.029101,22.500795,525.729248,35.530682,12.948132,,170.141434,71.86367,330.869995,78.431541,57.716602,61.240002,27.661905,147.954926,29.625546,31.498638,49.784286,33.95615,74.757545,25.811716,18.616899,50.529594,92.988976,204.380005,0.56,68.595505
4/22/2014,67.167534,19.320854,15.215917,22.492336,531.885437,35.575169,12.805634,,170.914658,71.800552,329.320007,78.228798,57.979454,63.029999,27.865421,150.448944,29.48535,31.679005,53.271427,34.162926,74.087509,25.928818,18.303354,51.003098,92.800674,218.639999,0.57,68.560127
4/23/2014,66.289574,19.058712,15.290639,22.356939,524.058472,35.308277,12.805634,,170.514404,71.322739,324.579987,78.479805,57.836086,61.360001,27.995672,150.43956,29.660591,31.408459,50.5,34.048054,74.322449,25.861898,18.283756,51.358231,92.569572,207.990005,0.57,68.984436
4/24/2014,71.724113,19.00046,15.262614,22.390791,522.288208,35.459515,12.701138,,170.860107,70.646561,337.149994,79.541641,58.19453,60.869999,27.816576,150.81456,29.511629,31.482243,49.152859,33.721806,74.418182,25.686251,17.784039,51.958565,91.619484,207.860001,0.57,69.223099
4/25/2014,72.250885,18.893661,14.898333,22.509254,513.3573,35.503998,12.368649,,169.459213,70.709679,303.829987,79.551308,58.943272,57.709999,27.450247,148.367447,28.942074,32.064339,46.011429,33.40477,74.183235,25.719709,17.509684,51.797905,91.148712,199.850006,0.618,69.497147
4/28/2014,75.049004,18.767445,13.964269,22.661579,514.32196,36.358013,12.416146,,169.995926,71.286667,296.579987,80.091858,59.580505,56.139999,27.482819,146.773483,28.635397,32.736618,44.887142,32.931492,75.549416,26.798685,17.58807,52.575809,91.645164,198.509995,0.59,70.504868
4/29/2014,74.826683,19.116968,14.235147,22.644655,524.81427,36.037754,12.425646,,170.787308,71.836624,300.380005,80.449028,59.365417,58.150002,27.670052,148.367447,28.731785,32.892376,45.695713,33.303684,74.627022,26.564487,17.597872,52.398239,92.013214,206.919998,0.58,70.425278
4/30/2014,74.543709,19.427654,14.141738,22.754656,523.779968,35.939903,12.425646,,171.296707,72.323463,304.130005,79.616379,59.333557,59.779999,28.068943,149.848831,29.178663,32.884186,46.005714,33.519642,74.740135,26.163012,17.284323,52.212231,92.800674,207.889999,0.6,70.46064
5/1/2014,74.719299,19.388817,14.095035,22.653114,528.444336,35.584057,12.634641,,171.314911,71.980873,307.890015,79.529221,59.405251,61.150002,28.410851,150.364517,29.502869,32.654636,48.074287,33.505859,74.461693,26.05427,16.814003,52.20377,93.921959,207.729996,0.59,70.451797
5/2/2014,74.858269,19.359694,14.244486,22.57695,525.04303,35.308277,12.729638,,171.069305,71.548134,308.01001,80.352203,58.035229,60.459999,28.467831,148.967514,29.546686,32.769405,48.664288,33.538025,74.418182,25.719709,17.274521,52.43206,94.09314,210.910004,0.6,69.93911
5/5/2014,75.916885,18.854826,14.085696,22.492336,524.923706,35.076996,12.777137,,171.396774,71.223557,310.049988,79.606689,58.560932,61.220001,28.28874,146.595367,29.616779,32.703815,49.197144,33.675861,74.757545,25.058941,17.284323,50.622612,93.673721,216.610001,0.6,69.497147
5/6/2014,75.089447,18.748026,13.758774,22.16231,512.322998,34.747845,12.729638,,169.904984,70.980141,297.380005,77.796112,58.202496,58.529999,28.28874,144.898239,29.494102,32.597233,46.598572,33.197994,74.287643,24.615643,17.156944,48.737053,93.297119,207.279999,0.6,68.957916
5/7/2014,74.826683,20.398552,13.824158,22.45002,507.171295,35.068089,12.520644,,170.905563,70.511322,292.709991,75.772552,58.799885,57.389999,28.54924,145.817139,29.397722,32.843185,45.791428,33.165833,75.532013,24.489065,17.196138,49.151363,93.322792,201.350006,0.62,69.340363
5/8/2014,77.283211,20.194662,13.945587,22.373865,508.205627,35.263802,12.283151,,170.723648,71.07029,288.320007,74.814011,58.019291,56.759998,28.37014,147.579819,28.959602,32.884186,45.951427,33.565598,75.410194,24.615643,17.137348,49.312004,92.569572,178.589996,0.62,69.989662
5/9/2014,76.961197,20.184956,13.768114,22.356939,515.893311,35.174843,12.482645,,170.978333,70.989136,292.23999,75.027023,57.334286,57.240002,27.865421,147.392303,28.854454,32.95797,46.935715,33.74939,75.853973,24.497503,17.029564,49.996906,93.185844,182.259995,0.64,70.44326
5/12/2014,77.91938,20.068447,14.076353,22.720812,527.022156,35.557369,12.520644,,172.643005,71.394844,302.859985,75.830666,57.159035,59.830002,28.345716,149.595734,28.810642,33.097336,49.349998,34.291573,75.645119,24.58189,17.098154,50.428135,93.476868,184.669998,0.6,70.398788
5/13/2014,78.041618,19.903397,14.038993,22.780048,530.174805,36.211361,12.767637,,172.797668,71.836624,304.640015,75.16256,57.127182,59.830002,28.614363,150.280167,29.590494,33.294113,49.591427,34.273201,75.906204,24.640961,17.284323,50.360493,95.334236,190.160004,0.59,70.3899
5/14/2014,78.056053,19.689796,13.861525,22.644655,523.77002,36.050106,12.777137,,171.978973,71.088318,297.619995,73.206779,57.39291,59.23,28.443413,149.501923,29.336382,33.064556,50.26857,33.809124,75.566818,24.556574,16.167309,50.115276,94.521111,190.619995,0.575,70.034142
5/15/2014,77.392319,19.495619,13.590641,22.509254,517.136536,35.476738,12.824636,,170.468948,70.700653,295.190002,73.60376,57.481495,57.919998,27.971251,146.867264,28.968369,32.834991,49.169998,33.515053,74.609627,24.522818,16.059528,49.193645,93.725082,188.589996,0.53,68.33532
5/16/2014,78.534492,19.757761,13.55328,22.568491,517.782959,35.682789,12.777137,,171.060226,71.701393,297.700012,73.874847,57.457348,58.02,27.678194,146.670334,29.222477,33.359699,49.982857,33.974537,75.305748,24.573446,16.049725,49.582588,93.819244,191.559998,0.53,68.495407
5/19/2014,79.465065,20.175247,13.702728,22.517719,525.967957,35.611122,12.919633,,171.687866,71.728439,296.76001,73.245514,56.611794,59.209999,27.881704,147.832993,29.467823,32.966171,52.07143,34.227257,74.922882,24.708467,15.990936,49.650738,92.963295,196.089996,0.48,68.139633
5/20/2014,79.480827,20.223791,13.57196,22.255392,526.872986,35.548412,13.147627,,170.605392,70.682625,301.190002,72.974411,56.442669,58.560001,26.921106,146.595367,29.4503,32.818604,53.095715,33.662079,74.531296,24.683153,15.687189,48.21973,92.158707,195.300003,0.5,67.321342
5/21/2014,79.691139,20.262629,13.646686,22.416178,535.992798,36.148647,13.204625,,172.042618,71.557144,305.01001,73.429451,56.313847,60.490002,27.23859,149.408203,29.73945,33.318703,55.799999,34.098595,74.922882,24.953192,15.726382,48.722286,92.492538,199.449997,0.5,67.294678
5/22/2014,79.817314,19.932522,13.74009,22.4331,542.079346,35.924675,13.375619,,172.46109,71.629257,304.910004,74.097549,56.813107,60.52,27.20603,149.877014,30.019852,33.351505,55.971428,34.40646,74.470383,25.02914,15.853762,47.691616,93.71653,204.880005,0.53,67.054504
5/23/2014,80.718971,20.078157,13.749434,22.4331,549.677551,35.9426,13.508615,,173.152451,71.935791,312.23999,74.02977,56.595688,61.349998,27.376989,150.167648,30.414162,33.351505,57.478573,34.852165,74.687943,24.885681,15.785172,47.436085,93.844917,207.300003,0.55,67.250191
5/27/2014,82.230476,19.981068,14.216465,22.48387,562.855103,36.005314,13.632113,,174.216705,72.215271,310.820007,75.453049,56.740627,63.48,27.629343,151.6772,30.563118,33.425293,56.972858,35.201366,75.297066,24.986946,16.304485,47.504227,94.247208,211.559998,0.52,67.232414
5/28/2014,82.01757,19.738342,14.141738,22.560032,558.608459,35.844055,13.556115,,174.089371,71.746468,310.160004,73.206779,56.982216,63.509998,28.158487,151.648956,30.31776,33.425293,57.32,35.045139,75.766945,24.986946,16.000734,47.137959,94.076019,210.240005,0.53,67.179024
5/29/2014,83.511993,20.14612,14.15108,22.627724,557.017212,36.13969,13.812608,,174.989929,72.503777,313.779999,73.932945,57.119122,63.830002,28.044521,151.225616,30.554346,33.868008,59.314285,35.317955,76.341286,24.978508,15.883154,47.597935,95.428398,210.240005,0.53,67.579277
5/30/2014,83.199173,20.175247,14.141738,22.670042,556.828247,36.677219,13.831607,,175.271881,73.432388,312.549988,72.867912,57.239918,63.299999,28.150349,150.350647,30.825993,34.072971,59.689999,35.56303,76.863388,25.003824,15.853762,48.347496,96.815018,207.770004,0.53,68.281929
6/2/2014,82.627434,20.019903,14.253827,22.703884,550.900879,36.542839,13.793608,,175.472046,73.270111,308.839996,72.867912,57.05468,63.080002,28.378286,150.557617,30.904848,33.818813,60.294285,35.475166,76.463112,25.071333,15.961543,48.117512,97.533997,204.699997,0.54,68.273056
6/3/2014,83.795898,20.14612,14.207125,22.670042,541.960022,36.094894,13.812608,,175.381058,73.81105,307.190002,73.565025,56.933899,62.869999,28.703911,152.222885,30.825993,33.810619,59.652859,34.934162,76.76767,24.970072,15.755777,48.373051,98.364265,204.940002,0.545,68.228569
6/4/2014,84.752747,20.126699,14.207125,22.466948,541.681519,36.121773,13.860106,,175.73584,75.235512,306.779999,72.683929,57.183533,63.34,29.729628,152.777908,30.58065,33.802418,60.458572,35.202354,76.649338,25.012264,15.912552,48.70525,97.98764,203.990005,0.526,68.602119
6/5/2014,85.085281,20.107283,14.412619,22.653114,550.871033,36.919106,13.698611,,176.882004,75.352737,323.570007,73.264862,57.763355,63.189999,29.526112,152.956665,30.694555,33.851604,61.192856,35.082138,76.938606,25.113527,15.912552,48.969303,98.081802,206.899994,0.51,68.771133
6/6/2014,84.851349,20.311171,14.562067,23.000063,553.28772,37.160988,13.641612,,177.727966,75.30764,329.670013,73.903893,57.449291,62.5,30.002207,156.353012,30.747131,33.93359,61.447144,35.248596,77.070137,24.826612,15.775374,49.131142,98.561119,208.169998,0.56,68.673286
6/9/2014,86.209076,20.670403,14.795585,23.220074,559.046082,36.972858,13.822107,,177.909943,75.96579,327.5,73.80706,57.062756,62.880001,29.961164,156.174271,30.668266,34.11396,60.441429,35.452049,77.14904,24.767538,15.97134,49.063004,98.492661,205.309998,0.54,68.495407
6/10/2014,86.715096,20.825748,14.870309,23.194696,557.484619,36.829517,13.727109,,177.928085,75.406815,332.410004,73.477882,56.780907,65.769997,29.879084,156.512955,30.536827,34.720646,61.184284,35.285583,77.517227,24.894119,15.853762,48.432671,97.465538,202.300003,0.52,68.148529
6/11/2014,86.356293,20.854874,14.562067,22.974674,555.783997,36.605553,13.309124,,177.309509,74.775726,335.200012,72.722679,56.072243,65.779999,29.649246,155.638,30.554346,34.917412,61.42857,34.744576,76.956169,24.835051,15.667592,48.620071,97.628159,204.470001,0.55,67.739403
6/12/2014,84.911781,20.699532,14.403277,22.813896,548.334961,36.354706,13.242622,,176.05423,74.306915,325.910004,72.364418,56.837269,64.290001,29.156723,156.136612,30.405396,34.229176,60.349998,34.573498,76.465225,24.851929,15.765574,48.756351,97.799347,203.520004,0.53,67.356926
6/13/2014,83.982529,20.786913,14.421958,22.881594,548.742737,36.937023,13.546616,,176.590912,74.586395,326.269989,72.383781,57.038597,64.5,29.247021,156.070786,30.387865,34.37014,61.101429,34.504135,76.438904,24.919436,15.892953,48.747837,97.782227,206.419998,0.53,66.956688
6/16/2014,84.828972,20.80633,14.272508,22.695427,541.30365,37.178921,13.936104,,176.73642,74.667534,327.619995,71.938408,57.272129,64.190002,29.599987,156.033173,30.37911,34.668659,61.465714,34.471767,76.754532,24.986946,15.932149,49.182259,97.98764,224.610001,0.54,67.01004
6/17/2014,84.718567,21.17527,14.562067,22.737738,540.040588,37.340168,14.069099,,177.227646,74.388062,325.619995,71.405899,56.941971,64.400002,29.846243,158.262833,30.440449,34.560856,63.378571,34.721455,76.517799,24.877241,15.794973,49.548512,98.184509,231.669998,0.53,66.698746
6/18/2014,84.8106,21.18498,14.618112,22.754656,550.343933,37.313301,14.43959,,178.528442,74.550331,334.380005,71.735092,58.310955,65.599998,29.797001,159.805756,30.668266,35.116417,64.097145,35.239353,77.938042,25.071333,15.97134,49.999962,99.331474,227.119995,0.55,67.330238
6/19/2014,84.516167,21.388866,14.524708,22.976488,551.86554,37.187866,14.45859,,178.728561,74.883911,327,71.628586,58.971291,64.339996,29.854456,159.683441,31.237822,35.713436,63.055714,34.975777,78.990089,24.970072,16.500458,50.034042,100.78656,227.789993,0.505,67.481453
6/20/2014,83.642128,21.36945,14.440586,23.010616,553.317566,37.340168,14.582086,,179.091171,74.947021,324.200012,72.616173,58.238468,64.5,29.731331,159.786957,31.220291,35.754898,62.882858,34.726086,78.11338,25.130405,16.627831,49.650738,101.18885,229.589996,0.57,67.312447
6/23/2014,83.568497,21.456831,14.618173,22.763191,561.860596,37.617886,14.325593,,179.036316,74.53231,327.23999,72.722679,58.26263,65.370003,30.100716,160.163269,30.817221,35.398342,62.78857,34.88792,77.490936,24.851929,16.441664,49.761456,100.332924,237.220001,0.57,67.410286
6/24/2014,83.062485,21.262651,14.477973,22.67787,561.53241,37.402878,14.363591,,177.957779,74.324944,324.160004,71.79319,58.270683,65.720001,30.026834,158.272247,30.554346,35.116417,62.337143,34.670609,77.192871,24.725348,16.304485,49.999962,99.759445,232.5,0.57,67.570404
6/25/2014,83.136078,21.398577,14.459282,22.541359,575.485657,37.653725,14.240095,,178.762161,74.883911,327.440002,71.415588,58.818279,67.440002,30.445469,158.413391,30.749544,34.851082,63.458572,35.35957,77.657516,25.147284,16.56904,49.454823,100.54689,236.889999,0.58,67.259094
6/26/2014,83.632912,21.165562,14.4032,22.430447,572.850159,37.376007,14.145099,,178.634155,73.504524,325.690002,71.260658,58.922974,67.129997,30.289513,158.065308,30.687843,34.743286,62.80143,35.539909,77.683815,24.970072,16.471056,49.29298,100.700974,235.600006,0.59,66.627594
6/27/2014,84.626579,21.28207,14.328426,22.549891,574.083374,37.850819,14.0501,,178.981506,73.342232,324.570007,72.19014,59.349796,67.599998,30.059664,156.908112,30.723104,34.676949,63.154285,35.919079,77.815315,25.037582,16.422068,49.505932,101.719543,239.059998,0.597,67.01004
6/30/2014,85.50061,21.651009,14.365811,22.421909,572.134094,37.358082,14.202096,,178.890091,72.882431,324.779999,71.328445,59.744373,67.290001,29.797001,157.529007,30.846531,34.776447,62.942856,35.858967,78.323799,25.046019,16.431862,49.361134,102.42141,240.059998,0.599,66.769905
7/1/2014,86.043442,21.893734,14.580785,22.5243,579.483704,37.510387,14.382592,,180.087402,73.252075,332.390015,72.093338,59.2934,68.059998,30.855894,156.936356,31.058105,34.685238,67.585716,36.067047,78.139671,25.383558,16.784605,49.718876,104.646851,239.720001,0.58,66.956688
7/2/2014,86.006638,21.816063,14.814452,22.703466,579.150513,37.537262,14.572586,,180.270218,73.08078,332.850006,72.257927,58.157948,66.449997,30.979027,157.011566,30.890604,34.718403,66.677139,35.969933,78.613121,25.628288,16.578842,50.059601,104.321579,229.429993,0.57,67.259094
7/3/2014,86.51268,22.010241,14.982692,22.916767,581.53241,37.447678,14.838579,,181.15683,73.522552,337.48999,73.206779,57.489563,66.290001,30.979027,159.429489,30.855345,35.149586,67.478569,36.275105,78.919945,25.763304,16.500458,50.689911,104.193199,229.25,0.57,67.37471
7/7/2014,88.297592,21.93257,14.89857,22.822912,579.065979,37.617886,14.933576,,180.526169,73.071777,333.549988,72.151421,57.642559,65.290001,30.732759,157.848923,31.005209,35.340302,65.802856,36.367603,78.779686,25.729553,16.588636,51.098774,103.705307,222.660004,0.57,67.65934
7/8/2014,87.72715,21.660719,14.562091,22.498703,567.967041,37.429752,14.734083,,179.365341,73.125862,323.809998,71.880318,58.238468,62.759998,30.847691,155.148773,30.846531,35.414928,63.578571,35.914452,78.665726,25.442633,16.431862,50.936928,102.969208,219.070007,0.57,68.175217
7/9/2014,87.763939,21.864609,14.580785,22.456043,572.929749,37.331211,14.81008,,180.169693,72.702126,329.970001,71.086395,58.069351,64.970001,31.167828,154.922974,31.216785,35.489555,63.285713,36.386089,78.700775,25.358248,16.451462,51.149879,102.746658,223.059998,0.58,68.673286
7/10/2014,87.44194,21.786938,14.43124,22.353657,567.976929,37.349121,14.449091,,179.456741,71.917755,327.920013,70.205315,58.294846,64.870003,30.987226,153.746948,30.846531,35.613941,62.650002,35.835842,78.990089,25.316053,16.314283,51.047668,101.04335,219.460007,0.55,68.539879
7/11/2014,87.607529,21.786938,14.375158,22.652277,576.012756,37.707474,14.316093,,179.703598,71.917755,346.200012,70.331169,58.109631,66.339996,31.151409,155.045288,30.820076,36.011951,62.851429,35.738743,78.770912,25.375124,16.324083,51.107288,101.445633,218.130005,0.535,68.326416
7/14/2014,88.739197,21.93257,14.552745,22.746126,581.671631,37.752266,14.601085,,180.608429,71.63829,355.320007,70.23436,57.610348,67.900002,30.946198,157.115067,31.049286,35.94561,64.654289,36.043926,79.849258,25.518583,16.333881,51.260612,101.856491,226.699997,0.57,68.086266
