"AMD","AMZN","NKE","VALE","NOK","AAL","CCL","TGT","DQ","BAC","IWN","AMD*","AMZN*","NKE*","VALE*","NOK*","AAL*","CCL*","TGT*","DQ*","BAC*"
30.99,1822.550049,85.891502,9.461057,5.15,28.442354,48.241695,102.673126,10.224,28.451958,117.363228,960.3801,3321688.6811099,7377.350115816,89.511599557249,26.5225,808.967501061316,2327.26113647303,10541.7708026119,104.530176,809.513914033764
30.42,1817.459961,86.372002,9.334169,5.14,28.402632,47.723808,102.376434,10.238,28.508972,116.581131,925.3764,3303160.70983812,7460.122729488,87.126710920561,26.4196,806.709504527424,2277.56185002086,10480.9342385564,104.816644,812.761484496784
30.290001,1821.5,85.999352,9.183491,5.15,28.1047,47.274319,103.237793,10.266,28.337923,115.961174,917.484160580001,3317862.25,7395.8885444199,84.336506947081,26.5225,789.87416209,2234.86123691376,10658.0419035108,105.390756,803.037879953929
30.049999,1794.160034,84.999146,9.183491,5.29,27.796841,47.117977,102.089317,10.166,28.119352,115.713188,903.002439900001,3219010.22760288,7224.85482072932,84.336506947081,27.9841,772.664369579281,2220.10375657253,10422.2286455265,103.347556,790.697956899904
30.639999,1785.300049,85.989571,9.096255,5.18,27.310223,46.609859,104.108711,10.294,28.05283,116.11377,938.809538720001,3187296.2649594,7394.20632076404,82.741855025025,26.8324,745.848280309729,2172.47895599988,10838.6237060815,105.966436,786.9612710089
29.52,1741.609985,85.489441,8.890062,5.1,26.813673,46.531685,102.835815,9.58,27.501657,114.697411,871.4304,3033205.3398517,7308.44452249248,79.033202363844,26.01,718.973059750929,2165.19770893923,10575.2048467142,91.7764,756.341137745649
29.540001,1768.329956,89.049042,9.096255,5.07,27.250639,46.961636,102.213745,9.552,27.796255,116.230682,872.611659080001,3126990.83328696,7929.73188111776,82.741855025025,25.7049,742.597325908321,2205.3952557965,10447.649666925,91.240704,772.631792025025
29.469999,1739.839966,90.382698,9.072464,4.99,27.002363,42.945564,101.725632,9.26,27.682213,115.080734,868.480841060001,3027043.10729088,8169.0320977592,82.309603031296,24.9001,729.127607583769,1844.3214672781,10348.1042057994,85.7476,766.304916577369
28.719999,1725.449951,90.519958,9.064533,5.04,26.823605,42.584023,101.562935,8.908,27.891283,114.639931,824.838342560001,2977177.5334059,8193.86279632176,82.165758508089,25.4016,719.505785196025,1813.39901486453,10315.0297658142,79.352464,777.923667386089
28.99,1735.910034,92.098747,9.120046,5.06,26.78388,42.711048,102.319023,9.218,27.720228,114.4291,840.4201,3013383.64614188,8482.17919897001,83.175239042116,25.6036,717.3762278544,1824.2336212583,10469.1824676745,84.971524,768.411040371984
28.76,1735.650024,90.490547,9.080394,4.91,26.615053,41.518932,101.390671,8.988,27.02651,112.426285,827.1376,3012481.0058112,8188.53909635921,82.453555195236,24.1081,708.361046192809,1723.82171442062,10280.0681658302,80.784144,730.4322427801
28.309999,1713.22998,89.715874,8.620426,4.82,25.194921,40.492924,100.644173,8.772,26.456327,111.314682,801.456043380001,2935156.9643708,8048.93804758388,74.311744421476,23.2324,634.784044196241,1639.67689406978,10129.2495588539,76.947984,699.937238330929
28.68,1724.420044,90.431725,8.771106,4.84,25.095612,40.062984,102.041466,8.922,26.42782,111.400902,822.5424,2973624.48814896,8177.89688647563,76.932300463236,23.4256,629.789741654544,1605.04268698426,10412.4607834292,79.602084,698.4296699524
29.01,1739.650024,91.265236,9.080394,4.89,25.651747,40.199783,104.41497,9.076,26.95999,112.512535,841.5801,3026382.2060032,8329.3433021357,82.453555195236,23.9121,658.012124152009,1616.02255324709,10902.4859601009,82.373776,726.8410608001
28.93,1732.660034,91.363297,8.913855,4.91,25.651747,39.97504,103.314346,8.774,26.902971,112.435867,836.9449,3002110.79342088,8347.25203871021,79.456810961025,24.1081,658.012124152009,1598.0038230016,10673.8540894077,76.983076,723.769848626841
28.23,1705.51001,89.970833,8.763176,4.9,26.078779,39.212868,103.859871,8.76,26.256769,110.663033,796.9329,2908764.3942102,8094.75079071389,76.793253606976,24.01,680.102714130841,1537.64901678542,10786.8728041366,76.7376,689.417918319361
28.459999,1721.98999,90.725883,8.810758,4.91,26.88319,39.603722,105.620857,8.724,26.503843,111.036766,809.971543080001,2965249.5256602,8231.18584612969,77.629456534564,24.1081,722.7059045761,1568.45479625328,11155.7654334144,76.108176,702.453693768649
28.379999,1720.26001,91.196594,9.056602,4.94,26.99243,40.014126,105.821846,8.784,27.036013,111.621315,805.424343240001,2959294.5020052,8316.81875720084,82.022039786404,24.4036,728.5912773049,1601.13027954388,11198.2630908477,77.158656,730.945998936169
29.75,1731.920044,92.059525,9.365891,5.02,27.17119,40.60041,107.02774,8.712,27.47315,113.432495,885.0625,2999547.03880896,8474.95614322562,87.719914223881,25.2004,738.2735660161,1648.3932921681,11454.9371295076,75.898944,754.7739709225
30.530001,1736.430054,93.040123,9.183491,4.95,27.429396,41.079216,106.376938,8.808,27.691719,112.991676,932.080961060001,3015189.33243444,8656.46448785513,84.336506947081,24.5025,752.371764924816,1687.50198717466,11316.0529382558,77.580864,766.831301174961
30.719999,1767.380005,92.951889,9.072464,5.01,28.074909,41.518932,107.085159,8.702,28.252396,114.045776,943.718338560001,3123632.0820738,8640.05366866832,82.309603031296,25.1001,788.200515358281,1723.82171442062,11467.2312780553,75.724804,798.197879740816
30.809999,1777.430054,93.040123,8.890062,5.09,27.856426,41.421215,107.372269,8.098,28.670527,114.34285,949.256038380001,3159257.59686244,8656.46448785513,79.033202363844,25.9081,775.980469493476,1715.71705207622,11528.8041502084,65.577604,821.999118457729
31.139999,1787.47998,93.706932,8.858341,5.23,27.737257,41.470074,108.367615,8.168,28.756052,115.454468,969.699537720001,3195084.6789008,8780.98910485262,78.470205272281,27.3529,769.355425884049,1719.76703756548,11743.5399807882,66.716224,826.910526626704
30.969999,1757.51001,94.236465,8.842479,5.2,28.025253,41.812073,107.965652,8.042,28.841581,115.339478,959.140838060001,3088841.4352502,8880.51133569622,78.189434865441,27.04,785.414805714009,1748.24944855733,11656.5820117851,64.673764,831.836794579561
32.029999,1785.660034,94.354141,9.02488,5.2,28.422495,42.134533,108.798294,7.994,29.478281,116.441505,1025.92083594,3188581.75702488,8902.70392384788,81.4484590144,27.04,807.838222025025,1775.31887112809,11837.0687773104,63.904036,868.969050714961
31.51,1765.72998,93.74617,9.175559,5.18,28.06498,41.57756,108.32933,7.88,29.649338,116.978157,992.8801,3117802.3622708,8788.3443896689,84.190882962481,26.8324,787.6431024004,1728.6934955536,11735.2437382489,62.0944,879.083243838244
31.360001,1762.170044,90.529778,9.239003,5.11,28.094772,42.994419,106.577904,7.888,29.8584,117.428543,983.449662720001,3105243.26397096,8195.64070472928,85.359176434009,26.1121,789.316213731984,1848.52006514756,11358.8496210332,62.220544,891.52405056
31.719999,1780.780029,89.72567,9.127977,3.9,29.207043,42.896709,105.515587,8.274,29.801382,116.776909,1006.15833656,3171177.51168524,8050.6958569489,83.319964112529,15.21,853.051360803849,1840.12764303068,11133.5390999546,68.459076,888.122369109924
32.709999,1761.329956,89.156921,9.548292,3.78,30.647038,43.551395,104.338387,8.116,30.143492,117.438118,1069.94403458,3102283.21390296,7948.95656220024,91.169880117264,14.2884,939.240938173444,1896.72400644602,10886.4990017618,65.869456,908.630109954064
33.689999,1777.079956,89.08828,9.698971,3.59,31.143585,43.170307,105.008347,7.94,30.257524,118.233498,1135.01603262,3158013.17001696,7936.7216333584,94.070038458841,12.8881,969.922886652225,1863.67540647425,11026.7529396724,63.0436,915.517758610576
33.029999,1762.709961,87.548721,9.627597,3.55,30.706621,43.150764,103.505768,7.918,30.476095,118.645576,1090.98083394,3107146.40660862,7664.77854873584,92.690623994409,12.6025,942.896573237641,1861.9884337837,10713.4440092698,62.694724,928.792366449025
33.130001,1779.98999,88.441078,9.619668,3.65,30.080971,42.222477,103.295219,7.354,30.048462,117.984352,1097.59696626,3168364.3645002,7821.82427780208,92.538012430224,13.3225,904.864816302841,1782.73756401553,10669.902268258,54.081316,902.910068565444
33.93,1776.660034,87.813492,9.310378,3.65,29.852556,41.909786,102.319023,7.592,29.715857,117.28479,1151.2449,3156520.87641288,7711.20937723406,86.683138502884,13.3225,891.175099733136,1756.4301625658,10469.1824676745,57.638464,883.032157244449
34.889999,1791.439941,87.450668,9.627597,3.66,30.349106,41.968418,103.189926,7.726,30.219513,119.201378,1217.31203022,3209257.06221008,7647.61933364622,92.690623994409,13.3956,921.068234999236,1761.34810942272,10648.1608278855,59.691076,913.218965957169
36.290001,1804.660034,88.117477,9.778275,3.61,30.736416,43.199619,104.099144,7.496,30.789692,120.370491,1316.96417258,3256797.83831688,7764.68975284553,95.614661975625,13.0321,944.727268525056,1866.20708174516,10836.6317815327,56.190016,948.005133454864
36.150002,1801.709961,88.137077,9.817928,3.54,31.065199,43.834766,105.333733,7.514,31.18882,120.475891,1306.8226446,3246158.78356662,7768.14434210393,96.391710213184,12.5316,965.046588909601,1921.48671027476,11095.1953077153,56.460196,972.7424929924
35.93,1795.77002,87.744843,9.651387,3.59,30.846008,43.355965,105.764427,7.472,31.160311,119.776337,1290.9649,3224789.9647308,7699.15747309465,93.149271023769,12.8881,951.476209536064,1879.73970108122,11186.1140186383,55.830784,970.964981616721
36.279999,1788.199951,88.647011,9.68311,3.57,30.776266,44.020424,105.840988,7.274,31.578438,120.11174,1316.23832744,3197659.0647564,7858.29255923412,93.7626192721,12.7449,947.178548902756,1937.79772913978,11202.3147408161,52.911076,997.197746519844
36.290001,1785.880005,88.068443,9.334169,3.57,30.646746,44.020424,105.419876,7.338,31.606949,120.19799,1316.96417258,3189367.3922588,7756.05065244425,87.126710920561,12.7449,939.223040388516,1937.79772913978,11113.3502558554,53.846244,998.999225088601
36.310001,1771.650024,88.303795,9.207282,3.53,30.477371,43.658878,105.707001,7.374,31.530928,119.785934,1318.41617262,3138743.8075392,7797.56021140202,84.774041827524,12.4609,928.870143071641,1906.09762821888,11173.970060414,54.375876,994.199420541184
36.709999,1778,87.764458,9.120046,3.51,29.41131,43.463451,103.697182,8.118,31.445402,119.699692,1347.62402658,3161284,7702.60008803377,83.175239042116,12.3201,865.0251559161,1889.0715728294,10753.1055547411,65.901924,988.813306941604
37.52,1753.109985,89.51976,8.897993,3.47,28.554476,43.053047,103.917305,7.636,31.160311,118.942642,1407.7504,3073394.6195067,8013.7874304576,79.174279428049,12.0409,815.358099634576,1853.56485598421,10798.806278463,58.308496,970.964981616721
38.349998,1754.599976,89.50013,8.882132,3.37,28.664072,43.424362,106.338646,7.808,31.074783,119.009712,1470.7223466,3078621.0757792,8010.2732700169,78.892268865424,11.3569,821.629023621184,1885.67521510704,11307.9076331133,60.964864,965.642138497089
38.560001,1739.48999,91.235817,9.088325,3.45,28.75374,43.824993,108.348473,7.828,31.293352,119.268448,1486.87367712,3025825.4253102,8323.97430365749,82.597651305625,11.9025,826.7775639876,1920.63001145005,11739.3916014317,61.277584,979.273879395904
39.880001,1752.530029,92.353706,8.961438,3.45,28.494698,43.678421,107.152145,7.774,31.321863,118.798897,1590.41447976,3071361.50254674,8529.20701193444,80.307371027844,11.9025,811.947814111204,1907.80446105324,11481.582178101,60.435076,981.059101790769
41.290001,1752.790039,91.794769,9.088325,3.43,29.182158,43.473225,106.718918,7.766,31.302856,118.923477,1704.86418258,3072272.92081762,8426.27961576336,82.597651305625,11.7649,851.598345536964,1889.92129190062,11388.9274590907,60.310756,979.868793756736
40.98,1745.530029,91.245628,8.929714,3.35,28.12606,42.671959,121.7183,7.906,31.065277,118.415573,1679.3604,3046875.08214074,8325.76462911438,79.739792121796,11.2225,791.0752511236,1820.89608489768,14815.34455489,62.504836,965.051435086729
39.52,1734.709961,90.372887,9.096255,3.38,27.827166,42.523693,122.89283,7.548,31.207823,117.792686,1561.8304,3009218.64879262,8167.25870471477,82.741855025025,11.4244,774.351167591556,1808.26446635825,15102.6476654089,56.972304,973.928216399329
39.150002,1745.719971,91.529999,9.429336,3.43,28.574404,43.176079,122.286301,7.564,31.530928,118.041847,1532.7226566,3047538.21714824,8377.74071694,88.912377400896,11.7649,816.496563955216,1864.17379781424,14953.9394122626,57.214096,994.199420541184
39.790001,1773.839966,91.098534,9.540361,3.47,28.883261,43.986618,120.524513,7.402,31.806515,120.245911,1583.24417958,3146508.22497888,8298.94289694916,91.018488010321,12.0409,834.242765994121,1934.82256307792,14526.1582338872,54.789604,1011.65439644523
38.990002,1796.939941,91.520187,9.540361,3.43,28.943041,44.164543,122.161163,7.4,31.692478,119.977585,1520.22025596,3228993.15156108,8375.94462851497,91.018488010321,11.7649,837.699622327681,1950.50685839885,14923.3497455126,54.76,1004.41316178048
39.41,1818.51001,92.314484,9.413474,3.46,28.84341,44.698315,121.208054,7.628,31.758999,120.763382,1553.1481,3306978.6564702,8521.96395618626,88.613492748676,11.9716,831.9423004281,1997.93936383923,14691.3923544669,58.186384,1008.634017482
39.150002,1800.800049,91.916298,9.326239,3.5,28.634182,44.559929,120.351212,7.616,31.663971,119.900932,1532.7226566,3242880.8164784,8448.6058380248,86.978733885121,12.25,819.916378809124,1985.58727248504,14484.4142298689,58.003456,1002.60705948884
38.73,1781.599976,91.985123,9.627597,3.46,27.976612,43.976734,119.359596,8.008,31.768503,118.93306,1500.0129,3174098.4744832,8461.26285332513,92.690623994409,11.9716,782.690818998544,1933.95313330676,14246.7131572832,64.128064,1009.23778286101
38.900002,1769.959961,90.903641,9.51657,3.47,27.189522,43.037693,119.417366,8.07,31.207823,118.319756,1513.2101556,3132758.26354312,8263.47194705688,90.5651045649,12.0409,739.270106588484,1852.24301876225,14260.507302378,65.1249,973.928216399329
39.689999,1760.689941,92.142426,9.595876,3.45,27.279188,43.373772,119.879478,8.416,31.50242,119.201378,1575.29602062,3100029.06833858,8490.22666916548,92.080836207376,11.9025,744.154097939344,1881.28409750798,14371.0892455525,70.829056,992.4024658564
39.619999,1740.47998,94.177597,9.611734,3.48,27.139706,43.690079,120.033516,8.756,31.617077,119.402603,1569.74432076,3029270.5607808,8869.41977669441,92.385430486756,12.1104,736.563641766436,1908.82300302624,14408.0449633223,76.667536,999.639558023929
39.630001,1751.599976,95.367226,9.825859,3.48,27.627901,44.253506,120.370461,9.142,32.171261,120.95504,1570.53697926,3068102.4759232,9094.90779493508,96.547505087881,12.1104,763.300913665801,1958.37279329204,14489.0478813525,83.576164,1034.99003433012
38.93,1749.51001,95.003441,9.817928,3.42,27.388784,44.88612,121.737556,9.292,32.018379,120.840042,1515.5449,3060785.2750902,9025.65380184048,96.391710213184,11.6964,750.145488998656,2014.7637686544,14820.0325408531,86.341264,1025.17659378764
39.439999,1739.209961,95.377045,9.754485,3.42,26.900589,44.797157,121.082893,9,32.037487,121.022125,1555.51352112,3024851.28844162,9096.78071293202,95.149977615225,11.6964,723.641688546921,2006.78527528265,14661.0669772494,81,1026.40057327517
39.470001,1748.719971,95.544189,9.976538,3.47,26.761105,45.261738,121.111763,9.282,32.14259,121.012535,1557.88097894,3058021.53697424,9128.69205166772,99.531310465444,12.0409,716.156740821025,2048.62492678064,14668.0591369682,86.155524,1033.1460919081
42.59,1760.329956,96.075096,10.238243,3.57,27.617937,46.358932,122.767677,9.506,33.136299,122.363731,1813.9081,3098761.55399096,9230.42407140922,104.821619727049,12.7449,762.750444135969,2149.15057618062,15071.9025159763,90.364036,1098.0143114174
41.150002,1760.939941,96.124245,10.357202,3.52,27.37882,46.902588,122.478867,9.484,32.906979,121.606682,1693.3226646,3100909.47580908,9239.87047682003,107.271633268804,12.3904,749.5997845924,2199.85276109774,15001.0728616037,89.946256,1082.86926690644
42.349998,1769.209961,97.146751,10.436504,3.59,27.817202,46.447895,121.265808,9.934,33.155415,122.491943,1793.5223306,3130103.88610162,9437.491229856,108.920615742016,12.8881,773.796727108804,2157.40694993103,14705.3961898929,98.684356,1099.28154382222
42.77,1790.660034,97.972603,10.380992,3.6,28.175877,46.655472,123.595642,9.94,33.480278,123.379158,1829.2729,3206463.35736488,9598.63093859561,107.764994904064,12.96,793.880044719129,2176.73306754278,15275.8827213922,98.8036,1120.92901495728
42.299999,1784.030029,98.877121,10.37306,3.6,27.896908,46.042625,123.306808,9.714,33.547161,123.909561,1789.2899154,3182763.14437374,9776.68505724864,107.6003737636,12.96,778.237475960464,2119.92331689063,15204.5688991489,94.361796,1125.41201115992
42.830002,1792.280029,99.447357,10.484088,3.59,28.444881,46.111816,123.903694,9.768,33.394283,124.198845,1834.40907132,3212267.70235224,9889.77681428545,109.916101191744,12.8881,809.111255104161,2126.29957481786,15352.1253868456,95.413824,1115.17813708409
44.150002,1786.5,98.27739,10.52374,3.61,28.933079,49.630745,124.336914,9.992,33.403835,124.083122,1949.2226766,3191582.25,9658.4453852121,110.7491035876,13.0321,837.123060420241,2463.21084925502,15459.6681830434,99.840064,1115.81619270723
45.459999,1793,98.356056,10.547531,3.64,29.19212,50.668629,123.557106,10.206,33.604485,124.121704,2066.61150908,3214849,9673.91375187514,111.250410195961,13.2496,852.1798700944,2567.30996473964,15266.3584430952,104.162436,1129.26141211522
46.540001,1789.209961,98.454361,10.682351,3.63,29.072563,50.352322,123.7593,10.328,33.652271,124.275993,2165.97169308,3201272.28454162,9693.26119991832,114.112622887201,13.1769,845.213919388969,2535.35633079168,15316.36433649,106.667584,1132.47534345744
46.630001,1868.77002,99.014763,10.69821,3.62,29.560759,50.737823,124.086632,10.302,33.938908,124.401367,2174.35699326,3492301.3876508,9803.92329194617,114.4516972041,13.1044,873.838472656081,2574.32668277933,15397.4922411034,106.131204,1151.84947623246
46.18,1869.800049,99.860275,10.760888,3.63,28.335287,50.737823,124.394714,10.328,33.776474,123.832413,2132.5924,3496152.2232404,9972.07452307563,115.796710548544,13.1769,802.888489372369,2574.32668277933,15474.0448711418,106.667584,1140.85019587268
45.52,1846.890015,99.103249,10.736468,3.69,28.195801,50.4314,124.086632,10.072,33.585384,123.842026,2072.0704,3411002.7275067,9821.453962356,115.271745115024,13.6161,795.003194031601,2543.32610596,15397.4922411034,101.445184,1127.97801842746
45.860001,1847.839966,99.604668,10.744608,3.71,28.574404,50.243595,123.431969,10.24,33.652271,123.996353,2103.13969172,3414512.53994688,9921.08988739022,115.446601073664,13.7641,816.496563955216,2524.41883852402,15235.450971217,104.8576,1132.47534345744
49.099998,1898.01001,100.479683,10.948105,3.87,28.982893,50.718056,121.371712,10.996,34.053566,123.861336,2410.8098036,3602441.9980602,10096.1666957805,119.861003091025,14.9769,840.008086649449,2572.32120441914,14731.0924738109,120.912016,1159.64535731636
48.599998,1874.969971,100.204391,10.817866,3.81,27.548195,49.314434,120.110542,10.89,33.346512,123.514168,2361.9598056,3515512.39215174,10040.9199756809,117.026224793956,14.5161,758.903047758025,2431.91340074036,14426.5422995338,118.5921,1111.98986256614
48.389999,1902.880005,100.115913,10.695769,3.94,27.21941,47.821857,118.97451,10.77,33.298733,123.533455,2341.59200322,3620952.3134288,10023.1960358236,114.399474501361,15.5236,740.8962807481,2286.93000692845,14154.9340297401,115.9929,1108.80561940529
48.25,1906.859985,100.06675,10.769027,3.95,27.119778,47.970123,119.186325,10.672,33.078972,122.906616,2328.0625,3636115.0023942,10013.3544555625,115.971942526729,15.6025,735.482358769284,2301.13270063513,14205.3800670056,113.891584,1094.21838857678
47.830002,1891.969971,99.840637,10.760888,4.02,27.737495,48.197472,118.801208,10.876,33.413395,122.974129,2287.70909132,3579550.37116574,9968.15279656577,115.796710548544,16.1604,769.368628875025,2322.99630719078,14113.7270222593,118.287376,1116.45496542603
48.970001,1901.050049,99.771812,10.57367,4.01,27.847092,48.632397,118.897484,11.134,33.470718,122.684822,2398.06099794,3613991.2888029,9954.41446976334,111.8024972689,16.0801,775.460532856464,2365.11003796561,14136.6117015303,123.965956,1120.28896343552
48.169998,1883.160034,99.201569,10.557392,4.02,27.21941,48.286434,120.08165,11.212,33.19363,122.019409,2320.34870732,3546291.71365488,9840.95129206176,111.458525841664,16.1604,740.8962807481,2331.57970843636,14419.6026667225,125.708944,1101.8170725769
48.75,1891.300049,100.440361,10.842286,4.06,27.289152,48.79055,119.253693,11.888,33.499393,122.925911,2376.5625,3577015.8753474,10088.2661178103,117.555165705796,16.4836,744.697816879104,2380.5177693025,14221.4432941382,141.324544,1122.20933136845
48.209999,1869.439941,101.187569,10.948105,4.01,27.428638,49.630745,120.591904,11.786,33.747818,123.118767,2324.20400358,3494805.69300608,10238.9241201298,119.861003091025,16.0801,752.330182535044,2463.21084925502,14542.4073103452,138.909796,1138.91521976112
48.549999,1862.02002,101.059753,10.793447,4.06,27.478453,49.858089,112.639725,11.014,33.126743,123.350227,2357.1024029,3467118.5548808,10213.073676421,116.498498141809,16.4836,755.065379273209,2485.82903873192,12687.7076480756,121.308196,1097.38110178805
49.77,1877.939941,101.62999,10.712048,4.2,28.12606,50.757591,111.985077,10.73,33.174522,124.883537,2477.0529,3526658.42200308,10328.6548674001,114.747972354304,17.64,791.0752511236,2576.33304412328,12540.6574706959,115.1329,1100.54890992848
50.93,1864.719971,102.770462,11.094622,4.14,28.295433,51.30125,112.562706,10.726,33.164967,124.468872,2593.8649,3477180.57024624,10561.7678596934,123.090637322884,17.1396,800.631528657489,2631.8182515625,12670.3627820424,115.047076,1099.91503611109
51.049999,1892,102.819626,10.785308,4.13,27.099854,50.105206,109.790047,11.084,32.734993,123.321281,2606.1023979,3579664,10571.8754907799,116.322868654864,17.0569,734.402086821316,2510.53166830244,12053.8544202622,122.855056,1071.57976671005
51.43,1887.459961,102.73114,10.923685,4.09,27.21941,49.304554,109.655258,10.618,32.830547,123.0802,2645.0449,3562505.10437812,10553.6871256996,119.326893979225,16.7281,740.8962807481,2430.93904513892,12024.2756070466,112.741924,1077.84481631921
51.709999,1884.579956,101.285881,10.826006,4.06,28.69396,48.879513,111.224503,10.472,32.601227,123.166992,2673.92399658,3551641.61055696,10258.8296899462,117.202405912036,16.4836,823.3433404816,2389.20679111717,12370.890067597,109.662784,1062.84000190553
50.349998,1861.640015,100.312546,10.451573,4.05,27.538231,46.971779,110.059608,10.262,32.047054,121.508308,2535.1222986,3465703.5454492,10062.6068850021,109.235378174329,16.4025,758.354166609361,2206.34802242484,12113.1173131137,105.308644,1027.01367007892
49.259998,1828.339966,98.552689,9.767825,3.94,26.013866,44.747734,111.465202,10.076,31.387758,119.965347,2426.54740296,3342827.03127288,9712.63250913072,95.410405230625,15.5236,676.721224265956,2002.35969813476,12424.4912569008,101.525776,985.191352266564
50.529999,1853.25,98.719826,9.914343,4.02,26.800957,45.963547,111.137871,10.194,31.760405,120.534302,2553.28079894,3434535.5625,9745.60404547028,98.294197121649,16.1604,718.291296115849,2112.64765282121,12351.6263704126,103.917636,1008.72332576402
47.509998,1858,98.159409,9.727126,3.91,26.701324,45.963547,110.011467,10.656,31.540632,119.714622,2257.19990996,3452164,9635.26957522928,94.616980219876,15.2881,712.960703352976,2112.64765282121,12102.5228714921,113.550336,994.811466959424
48.779999,1870.680054,96.537186,9.775967,3.96,27.617937,44.233734,110.396553,10.452,31.989714,119.955704,2379.48830244,3499443.86443344,9319.4282807986,95.569530785089,15.6816,762.750444135969,1956.62322358276,12187.3989142818,109.244304,1023.3418018018
47,2008.719971,94.679001,9.54805,3.88,26.741179,43.027809,106.613022,10.116,31.368652,117.496605,2209,4034955.92189424,8964.113230358,91.1652588025,15.0544,715.090654310041,1851.39234734048,11366.3364599725,102.333456,983.992328297104
48.02,2004.199951,97.599007,9.686426,3.88,27.059999,42.256809,108.317062,10.378,31.502415,118.586327,2305.9204,4016817.4435884,9525.56616738605,93.826848653476,15.0544,732.243545880001,1785.63790686248,11732.5859203118,107.702884,992.402150832225
49.450001,2049.669922,99.673485,9.955042,3.96,28.43,43.057465,109.02948,11.496,32.123482,119.907486,2445.3025989,4201146.78915149,9934.80361204523,99.102861221764,15.6816,808.2649,1853.94529222623,11887.4275090704,132.158016,1031.91809580432
49.84,2039.869995,98.847633,10.125979,4.03,29.1,43.630772,111.224503,11.656,33.164967,122.202652,2484.0256,4161069.5965013,9770.85454970269,102.535450708441,16.2409,846.81,1903.64426531598,12370.890067597,135.862336,1099.91503611109
49.32,2050.22998,98.582169,10.093418,4.2,28.299999,43.274925,110.849045,12.548,33.126743,121.508308,2432.4624,4203442.9708908,9718.44404474456,101.877086922724,17.64,800.889943400001,1872.71913375563,12287.510777412,157.452304,1097.38110178805
49.73,2079.280029,97.766144,9.800385,4.37,28.379999,41.713154,111.301529,11.55,33.069412,120.003914,2473.0729,4323405.43899824,9558.21891262874,96.047546148225,19.0969,805.424343240001,1739.98721662772,12388.0303577378,133.4025,1093.58601002574
52.259998,2133.909912,98.33638,9.442231,4.26,28.790001,41.297997,112.620483,11.574,33.145855,120.216072,2731.10739096,4553571.51253185,9670.0436315044,89.155726257361,18.1476,828.864157580001,1705.52455621201,12683.3731911533,133.957476,1098.64770368102
53.799999,2150.800049,98.33638,9.702707,4.41,29.84,42.454502,112.341278,13.348,33.222294,121.209366,2894.4398924,4625940.8507784,9670.0436315044,94.142523127849,19.4481,890.4256,1802.384740068,12620.5627426733,178.169104,1103.72081862244
53.889999,2160,101.26622,9.865502,4.41,30.469999,43.551697,113.708374,15.05,33.36562,122.019409,2904.13199222,4665600,10254.8473130884,97.328129712004,19.4481,928.420839060001,1896.75031157981,12929.5943177239,226.5025,1113.2645979844
54.529999,2149.870117,101.62999,9.710847,4.34,30.09,42.701618,113.872032,14.296,33.356056,122.260506,2973.52079094,4621941.51996959,10328.6548674001,94.300549457409,18.8356,905.4081,1823.42817981792,12966.839671809,204.375616,1112.62647187514
55.310001,2134.870117,101.797142,9.662007,4.33,29.200001,42.108536,112.283516,14.512,33.298733,121.652962,3059.19621062,4557670.41645959,10362.6581193682,93.354379268049,18.7489,852.640058400001,1773.1288040633,12607.5879653223,210.598144,1108.80561940529
56.889999,2155.669922,100.283058,9.784105,4.25,28.629999,42.424847,114.084389,14.716,32.744556,121.103279,3236.47198622,4646912.81261549,10056.6917218314,95.728710651025,18.0625,819.676842740001,1799.86764297341,13015.2478135033,216.560656,1072.20594763714
58.900002,2170.219971,100.735306,9.808524,4.2,28.33,42.84,113.658371,15.528,33.174522,121.595116,3469.2102356,4709854.72252724,10147.6018749136,96.207143058576,17.64,802.5889,1835.2656,12918.2252983736,241.118784,1100.54890992848
57.27,2153.100098,100.804138,9.645728,4.16,28.51,42.5,114.500717,15.304,33.298733,122.376228,3279.8529,4635840.03200761,10161.474237923,93.040068649984,17.3056,812.8201,1806.25,13110.4141935141,234.212416,1108.80561940529
53.279999,2095.969971,98.562515,9.295714,4.16,27.82,41.689999,113.290451,15.242,32.830547,121.228653,2838.75829344,4393090.11933374,9714.56936312523,86.410298769796,17.3056,773.9524,1738.05601662,12834.7262877834,232.318564,1077.84481631921
49.119999,2009.290039,94.295563,8.595687,4.02,25.450001,37.759998,110.163132,14.576,31.273098,117.641258,2412.77430176,4037246.46082462,8891.65320148697,73.885835001969,16.1604,647.702550900001,1425.81744896,12135.9156520494,212.459776,978.006658517604
47.57,1972.73999,91.336243,8.392191,3.91,23.120001,35.84,108.168625,14.206,29.696547,113.67778,2262.9049,3891703.0681452,8342.30928535505,70.428869780481,15.2881,534.534446240001,1284.5056,11700.4514343906,201.810436,881.884903723209
47.490002,1979.589966,90.451385,8.286372,4.15,22.309999,33.139999,107.142319,14.234,29.266579,111.970886,2255.30028996,3918776.43348788,8181.45304841823,68.663960922384,17.2225,497.736055380001,1098.25953372,11479.4765206978,202.606756,856.532646363241
44.009998,1884.300049,87.059456,8.074736,3.96,20.6,31.85,102.262535,13.394,27.833344,107.814522,1936.87992396,3550586.6746614,7579.34887901594,65.201361469696,15.6816,424.36,1014.4225,10457.6260646262,179.399236,774.695038222336
