"AMD.Adjusted","AMZN.Adjusted","NKE.Adjusted","VALE.Adjusted","NOK.Adjusted","AAL.Adjusted","CCL.Adjusted","TGT.Adjusted","DQ.Adjusted","BAC.Adjusted","IWS.Adjusted","IWN.Adjusted"
40.98,1745.530029,91.245628,8.929714,3.35,28.12606,42.671959,121.7183,7.906,31.065277,87.839256,118.415573
39.52,1734.709961,90.372887,9.096255,3.38,27.827166,42.523693,122.89283,7.548,31.207823,87.514259,117.792686
39.150002,1745.719971,91.529999,9.429336,3.43,28.574404,43.176079,122.286301,7.564,31.530928,87.753242,118.041847
39.790001,1773.839966,91.098534,9.540361,3.47,28.883261,43.986618,120.524513,7.402,31.806515,88.479729,120.245911
38.990002,1796.939941,91.520187,9.540361,3.43,28.943041,44.164543,122.161163,7.4,31.692478,88.632683,119.977585
39.41,1818.51001,92.314484,9.413474,3.46,28.84341,44.698315,121.208054,7.628,31.758999,89.043724,120.763382
39.150002,1800.800049,91.916298,9.326239,3.5,28.634182,44.559929,120.351212,7.616,31.663971,88.479729,119.900932
38.73,1781.599976,91.985123,9.627597,3.46,27.976612,43.976734,119.359596,8.008,31.768503,87.839256,118.93306
38.900002,1769.959961,90.903641,9.51657,3.47,27.189522,43.037693,119.417366,8.07,31.207823,87.217918,118.319756
39.689999,1760.689941,92.142426,9.595876,3.45,27.279188,43.373772,119.879478,8.416,31.50242,87.810585,119.201378
39.619999,1740.47998,94.177597,9.611734,3.48,27.139706,43.690079,120.033516,8.756,31.617077,88.087807,119.402603
39.630001,1751.599976,95.367226,9.825859,3.48,27.627901,44.253506,120.370461,9.142,32.171261,88.785614,120.95504
38.93,1749.51001,95.003441,9.817928,3.42,27.388784,44.88612,121.737556,9.292,32.018379,88.642235,120.840042
39.439999,1739.209961,95.377045,9.754485,3.42,26.900589,44.797157,121.082893,9,32.037487,88.632683,121.022125
39.470001,1748.719971,95.544189,9.976538,3.47,26.761105,45.261738,121.111763,9.282,32.14259,88.737823,121.012535
42.59,1760.329956,96.075096,10.238243,3.57,27.617937,46.358932,122.767677,9.506,33.136299,89.550362,122.363731
41.150002,1760.939941,96.124245,10.357202,3.52,27.37882,46.902588,122.478867,9.484,32.906979,89.177544,121.606682
42.349998,1769.209961,97.146751,10.436504,3.59,27.817202,46.447895,121.265808,9.934,33.155415,89.757401,122.491943
42.77,1790.660034,97.972603,10.380992,3.6,28.175877,46.655472,123.595642,9.94,33.480278,89.853569,123.379158
42.299999,1784.030029,98.877121,10.37306,3.6,27.896908,46.042625,123.306808,9.714,33.547161,90.084366,123.909561
42.830002,1792.280029,99.447357,10.484088,3.59,28.444881,46.111816,123.903694,9.768,33.394283,90.382454,124.198845
44.150002,1786.5,98.27739,10.52374,3.61,28.933079,49.630745,124.336914,9.992,33.403835,90.892113,124.083122
45.459999,1793,98.356056,10.547531,3.64,29.19212,50.668629,123.557106,10.206,33.604485,90.795952,124.121704
46.540001,1789.209961,98.454361,10.682351,3.63,29.072563,50.352322,123.7593,10.328,33.652271,90.853645,124.275993
46.630001,1868.77002,99.014763,10.69821,3.62,29.560759,50.737823,124.086632,10.302,33.938908,91.065201,124.401367
46.18,1869.800049,99.860275,10.760888,3.63,28.335287,50.737823,124.394714,10.328,33.776474,90.96904,123.832413
45.52,1846.890015,99.103249,10.736468,3.69,28.195801,50.4314,124.086632,10.072,33.585384,90.767113,123.842026
45.860001,1847.839966,99.604668,10.744608,3.71,28.574404,50.243595,123.431969,10.24,33.652271,91.132515,123.996353
49.099998,1898.01001,100.479683,10.948105,3.87,28.982893,50.718056,121.371712,10.996,34.053566,90.940186,123.861336
48.599998,1874.969971,100.204391,10.817866,3.81,27.548195,49.314434,120.110542,10.89,33.346512,90.613243,123.514168
48.389999,1902.880005,100.115913,10.695769,3.94,27.21941,47.821857,118.97451,10.77,33.298733,90.642097,123.533455
48.25,1906.859985,100.06675,10.769027,3.95,27.119778,47.970123,119.186325,10.672,33.078972,90.468994,122.906616
47.830002,1891.969971,99.840637,10.760888,4.02,27.737495,48.197472,118.801208,10.876,33.413395,90.507469,122.974129
48.970001,1901.050049,99.771812,10.57367,4.01,27.847092,48.632397,118.897484,11.134,33.470718,90.738258,122.684822
48.169998,1883.160034,99.201569,10.557392,4.02,27.21941,48.286434,120.08165,11.212,33.19363,90.613243,122.019409
48.75,1891.300049,100.440361,10.842286,4.06,27.289152,48.79055,119.253693,11.888,33.499393,91.286369,122.925911
48.209999,1869.439941,101.187569,10.948105,4.01,27.428638,49.630745,120.591904,11.786,33.747818,91.545998,123.118767
48.549999,1862.02002,101.059753,10.793447,4.06,27.478453,49.858089,112.639725,11.014,33.126743,91.671021,123.350227
49.77,1877.939941,101.62999,10.712048,4.2,28.12606,50.757591,111.985077,10.73,33.174522,92.623016,124.883537
50.93,1864.719971,102.770462,11.094622,4.14,28.295433,51.30125,112.562706,10.726,33.164967,92.805733,124.468872
51.049999,1892,102.819626,10.785308,4.13,27.099854,50.105206,109.790047,11.084,32.734993,92.43071,123.321281
51.43,1887.459961,102.73114,10.923685,4.09,27.21941,49.304554,109.655258,10.618,32.830547,92.22876,123.0802
51.709999,1884.579956,101.285881,10.826006,4.06,28.69396,48.879513,111.224503,10.472,32.601227,92.507629,123.166992
50.349998,1861.640015,100.312546,10.451573,4.05,27.538231,46.971779,110.059608,10.262,32.047054,91.5364,121.508308
49.259998,1828.339966,98.552689,9.767825,3.94,26.013866,44.747734,111.465202,10.076,31.387758,90.180511,119.965347
50.529999,1853.25,98.719826,9.914343,4.02,26.800957,45.963547,111.137871,10.194,31.760405,90.930573,120.534302
47.509998,1858,98.159409,9.727126,3.91,26.701324,45.963547,110.011467,10.656,31.540632,90.603622,119.714622
48.779999,1870.680054,96.537186,9.775967,3.96,27.617937,44.233734,110.396553,10.452,31.989714,90.84404,119.955704
47,2008.719971,94.679001,9.54805,3.88,26.741179,43.027809,106.613022,10.116,31.368652,89.363129,117.496605
48.02,2004.199951,97.599007,9.686426,3.88,27.059999,42.256809,108.317062,10.378,31.502415,89.978584,118.586327
49.450001,2049.669922,99.673485,9.955042,3.96,28.43,43.057465,109.02948,11.496,32.123482,90.911339,119.907486
49.84,2039.869995,98.847633,10.125979,4.03,29.1,43.630772,111.224503,11.656,33.164967,92.315308,122.202652
49.32,2050.22998,98.582169,10.093418,4.2,28.299999,43.274925,110.849045,12.548,33.126743,91.997978,121.508308
49.73,2079.280029,97.766144,9.800385,4.37,28.379999,41.713154,111.301529,11.55,33.069412,91.295998,120.003914
52.259998,2133.909912,98.33638,9.442231,4.26,28.790001,41.297997,112.620483,11.574,33.145855,91.680634,120.216072
53.799999,2150.800049,98.33638,9.702707,4.41,29.84,42.454502,112.341278,13.348,33.222294,92.286469,121.209366
53.889999,2160,101.26622,9.865502,4.41,30.469999,43.551697,113.708374,15.05,33.36562,92.815361,122.019409
54.529999,2149.870117,101.62999,9.710847,4.34,30.09,42.701618,113.872032,14.296,33.356056,92.834579,122.260506
55.310001,2134.870117,101.797142,9.662007,4.33,29.200001,42.108536,112.283516,14.512,33.298733,92.892273,121.652962
56.889999,2155.669922,100.283058,9.784105,4.25,28.629999,42.424847,114.084389,14.716,32.744556,92.661491,121.103279
58.900002,2170.219971,100.735306,9.808524,4.2,28.33,42.84,113.658371,15.528,33.174522,92.728798,121.595116
57.27,2153.100098,100.804138,9.645728,4.16,28.51,42.5,114.500717,15.304,33.298733,93.094231,122.376228
53.279999,2095.969971,98.562515,9.295714,4.16,27.82,41.689999,113.290451,15.242,32.830547,92.401855,121.228653
49.119999,2009.290039,94.295563,8.595687,4.02,25.450001,37.759998,110.163132,14.576,31.273098,89.83432,117.641258
47.57,1972.73999,91.336243,8.392191,3.91,23.120001,35.84,108.168625,14.206,29.696547,86.728317,113.67778
47.490002,1979.589966,90.451385,8.286372,4.15,22.309999,33.139999,107.142319,14.234,29.266579,85.487816,111.970886
44.009998,1884.300049,87.059456,8.074736,3.96,20.6,31.85,102.262535,13.394,27.833344,81.89138,107.814522
45.48,1883.75,88.119293,7.993337,3.87,19.049999,33.459999,99.725815,13.114,27.231392,80.612427,106.184769
47.459999,1953.949951,91.372742,8.359631,3.93,18.860001,33.060001,105.59317,12.98,28.062664,83.497276,109.164604
46.75,1908.98999,89.647423,8.318932,3.79,17.85,31.83,102.475533,12.646,26.514772,81.737511,106.869453
50.110001,1975.829956,92.467094,8.595687,3.86,18.530001,32.459999,104.392586,12.664,27.126286,84.478119,109.550354
48.110001,1924.030029,89.302361,8.237533,3.66,16.040001,27.870001,102.601395,12.334,25.751219,81.429787,105.500069
48.59,1901.089966,87.113678,7.757281,3.57,15.97,27.15,102.582039,11.8,24.722326,79.496941,103.339928
43.27,1800.609985,82.92363,6.487463,3.31,14.75,21.74,100.723061,10.146,21.087538,71.938622,92.606697
45.380001,1891.819946,87.054527,7.651463,3.32,17,24.02,104.886375,11.37,22.703001,75.150421,95.490089
45.700001,1820.859985,82.815178,6.918877,3.13,16.26,21.75,102.223793,11.54,21.799109,70.717377,89.250748
39.009998,1676.609985,73.153412,5.828135,2.61,13.45,14.97,89.675781,10.57,19.722088,63.159061,79.144333
43.900002,1785,74.513947,7.081673,2.74,14.31,17.58,97.808762,11.33,23.231871,68.005623,85.923721
38.709999,1689.150024,65.847923,6.430485,2.42,15.92,14.57,90.808578,10.52,19.654778,58.947166,74.650459
41.880001,1807.839966,68.854904,6.650261,2.53,15.58,12.71,100.335777,11.07,21.135618,62.13974,79.125053
39.119999,1830,67.080292,6.023492,2.43,11.65,9.3,99.551529,8.566,19.991333,56.533504,70.764114
39.82,1880.930054,69.347847,5.844416,2.56,10.29,10,97.305283,9.732,20.38558,57.158558,74.351509
39.610001,1846.089966,66.498611,5.681619,2.66,10.38,12,94.303825,9.116,18.91436,54.648735,70.850914
41.639999,1902.829956,61.914204,5.356024,2.65,10.25,12,93.616402,8.896,17.385441,52.292778,69.230812
46.220001,1940.099976,71.309784,6.104891,2.94,13.92,13.68,97.363365,11.384,20.222111,58.206718,75.267662
44.630001,1885.839966,77.895561,6.544443,3.07,15.39,15.55,88.145996,11.964,20.289421,60.410069,76.664368
47.5,1955.48999,83.110954,6.772358,3.15,15.66,17.82,93.016098,11.926,21.847187,63.915627,81.688675
46.580002,1900.099976,82.056038,6.381646,3.01,14.04,14.41,91.728378,10.756,20.770216,62.235676,78.798241
47.860001,1963.949951,84.175713,6.544443,3.05,12.25,12.8,92.958008,11.118,21.193316,63.37183,80.03006
45.48,1949.719971,81.572945,6.74794,3.1,12.19,13.17,90.014641,11.584,20.414427,62.235676,79.564507
43.66,1907.699951,78.112465,6.633981,2.97,10.69,8.8,92.241539,10.09,19.010517,58.89521,74.249214
44.490002,1918.829956,79.009628,6.633981,3.04,10.06,7.97,91.360466,10.818,19.779783,59.458427,74.802086
42.59,1906.589966,77.747673,6.170009,2.97,9.39,8.49,89.627365,10.284,19.260527,58.166912,72.202629
47.52,1997.589966,83.436295,6.601421,3.16,9.5,10.21,94.410339,10.536,20.568283,62.769764,78.022293
47.560001,2011.599976,82.972916,6.821198,3.16,10.22,11.3,95.136497,10.038,21.289471,63.672863,78.61396
48.790001,2043,84.09684,6.870037,3.24,11.33,11.99,101.303993,10.624,22.549147,66.925926,82.28035
48.380001,2042.76001,85.565826,6.918877,3.27,12.51,12.42,100.887665,9.982,23.904982,69.43129,86.936081
50.939999,2168.870117,83.268684,6.975855,3.25,11.56,11.5,101.352394,10.552,23.001087,67.430885,84.016548
54.93,2283.320068,86.236221,6.992135,3.37,11.95,12.51,104.934799,10.46,22.81839,68.84864,84.976784
54.990002,2307.679932,83.840508,6.72352,3.23,12.29,12.38,102.862808,9.954,21.337551,66.003418,80.689636
56.950001,2408.189941,85.082726,6.617702,3.46,11.07,11.85,105.825554,9.644,20.597132,65.488762,79.593597
56.599998,2375,88.641815,6.804919,3.48,11.57,12.56,109.814568,9.338,22.385674,68.30484,83.289093
56.970001,2393.610107,86.660164,6.503744,3.44,11.06,12.22,105.515717,9.584,21.635643,66.58606,81.620781
52.919998,2328.120117,83.998245,6.340947,3.36,11,11.84,103.501846,8.932,20.808678,65.051781,80.097977
55.919998,2363.48999,87.517891,6.487463,3.38,10.27,11.64,103.443741,9.442,20.962532,65.954865,80.612038
55.900002,2399.449951,86.117912,6.397925,3.39,10.25,12.17,100.558479,9.436,21.029842,66.26561,81.504379
56.18,2410.219971,87.123535,6.243268,3.39,10.31,11.91,104.392586,9.244,21.327932,67.158981,82.571327
56.490002,2376,88.109428,6.414206,3.46,10.02,12.98,106.3871,9.486,22.568375,69.198227,86.451111
55.509998,2314.080078,87.54747,6.601421,3.41,11.26,14.46,108.439713,9.628,22.972242,70.324677,88.681976
53.66,2372.709961,86.827759,7.130513,3.51,12.63,16.690001,108.536545,10.242,23.828053,72.558121,93.104919
52.389999,2474,85.950317,6.71538,3.58,12.01,15.9,106.251556,10.426,23.126095,70.538307,89.535522
49.880001,2286.040039,84.333443,6.495604,3.6,10.64,13.93,104.789566,9.926,22.193359,67.99411,85.898232
52.560001,2315.98999,84.540497,6.495604,3.55,9.82,14.34,108.158943,9.64,22.049124,67.974686,85.694534
52.189999,2317.800049,85.970039,6.357226,3.46,9.51,13.09,108.207344,9.786,21.789495,68.266006,85.296875
52.16,2351.26001,87.192543,6.332807,3.46,9.25,12.82,109.96949,11.106,21.491404,67.12014,83.541267
51.950001,2367.610107,87.310867,6.454905,3.55,9.54,13.53,109.756485,10.936,21.962582,68.295143,84.937988
53.189999,2379.610107,89.184052,6.935157,3.58,10.14,14.21,112.147972,11.256,22.664537,70.353806,88.749878
55.740002,2409,89.647423,6.6991,3.57,10.1,13.85,116.359688,11.054,21.712568,69.363304,86.819679
53.759998,2356.949951,87.015091,6.593282,3.57,9.65,13.19,115.594795,10.78,21.029842,67.256104,83.230873
52.18,2367.919922,84.806671,6.658401,3.44,9.11,12.26,115.352745,10.022,20.06826,65.207153,79.87487
54.509998,2388.850098,85.329216,6.70724,3.42,9.15,12.27,116.127319,9.746,20.87599,66.178207,80.233765
54.200001,2409.780029,85.762993,6.73166,3.45,9.04,12.78,117.095528,9.64,20.616362,66.314156,81.019402
54.59,2426.26001,89.755882,7.334009,3.65,9.87,14.72,121.220108,10.212,22.049124,70.227562,87.353149
55.470001,2449.330078,90.219254,7.382848,3.69,9.64,14.11,119.886627,10.974,21.356779,69.237076,85.141685
56.389999,2497.939941,91.638931,7.545645,3.82,9.87,14.15,116.440994,11.892,22.02989,70.548019,88.177597
54.650002,2446.73999,92.930466,7.431687,3.77,9.89,14.6,115.516327,11.562,22.020273,70.266411,88.293999
55.169998,2436.879883,92.42765,7.309589,3.85,9.7,14.46,114.358025,10.456,21.789495,70.324677,88.381294
53.189999,2421.860107,95.257179,7.415407,3.85,11.14,16.280001,112.051224,10.502,23.347261,72.936829,92.086487
52.740002,2410.389893,98.461334,7.789841,3.91,11.98,17.24,114.280182,10.378,24.981953,74.762444,96.121445
51.740002,2401.100098,97.071205,7.578205,3.92,10.98,15.93,115.272987,10.058,23.904982,74.072983,93.454086
53.799999,2442.370117,97.431976,7.944498,3.95,10.5,15.74,119.069031,10.234,23.193409,73.83992,92.328972
53.630001,2471.040039,98.380783,8.009618,4.2,11.11,16.799999,116.304733,10.856,23.664585,74.878975,93.007919
53.540001,2472.409912,99.566811,8.351491,4.31,11.22,16.870001,115.681793,10.688,23.88575,75.66555,93.987572
52.73,2478.399902,102.89756,8.603827,4.37,11.85,17.25,118.485023,11.098,24.99157,77.908714,97.333878
52.630001,2460.600098,100.100517,8.823603,4.28,16.719999,18.48,116.762199,11.234,25.930809,78.3554,98.109825
53.099998,2483,101.51387,8.9864,4.46,18.59,21.51,118.290352,11.776,27.218639,80.880165,102.920746
52.970001,2524.060059,103.07547,9.173616,4.52,20.309999,24.91,119.107956,12.398,27.635002,83.016518,105.840286
56.389999,2600.860107,101.434792,9.132916,4.42,18.549999,23.040001,117.501945,11.47,27.325151,80.841316,103.163239
57.439999,2647.449951,100.930748,8.970121,4.45,17.02,20.59,116.801132,11.748,25.756521,78.666138,98.973083
52.830002,2557.959961,94.061676,8.34335,4.11,14.38,17.440001,114.864182,11.312,23.171185,73.38353,90.680061
53.5,2545.02002,95.307007,8.652665,4.2,16.74,19.98,113.783768,11.602,23.994228,74.96637,93.347397
54.68,2572.679932,96.700577,8.636385,4.28,16.700001,19.440001,115.00045,11.366,24.352497,75.901978,94.899521
54.459999,2615.27002,97.886612,8.677084,4.34,17.030001,20.42,116.032188,11.166,24.981886,77.384888,97.442513
54.549999,2640.97998,98.054634,8.742205,4.41,16.98,19.09,115.117256,11.398,24.207253,76.409286,94.860527
54.040001,2653.97998,97.303482,8.587547,4.37,16.49,18.82,114.173119,11.882,24.245985,76.272705,94.743614
54.23,2675.01001,94.664574,8.392191,4.33,16,17.83,117.346199,11.996,24.449327,75.287331,93.749802
54.759998,2713.820068,98.351143,8.514289,4.33,14.92,17.23,119.166359,12.042,23.839306,75.336121,94.159019
53.990002,2764.409912,100.73307,8.791042,4.33,14,18,118.261154,13.77,24.003916,75.326355,94.266197
52.389999,2734.399902,98.91449,8.465448,4.2,13.04,16,116.528603,14.662,23.054991,72.945892,90.73912
51.93,2754.580078,100.219131,8.595687,4.45,13.17,16,116.616196,14.292,23.936132,73.687355,92.3078
50.099998,2692.870117,92.57914,8.294512,4.34,12.38,15.78,113.900574,13.952,22.415916,72.194679,89.959679
50.279999,2680.379883,94.753525,8.310792,4.35,13.32,16.780001,115.409248,15.264,22.648306,73.755638,93.827751
52.610001,2758.820068,96.908134,8.392191,4.4,13.07,16.42,116.733009,14.848,22.996891,74.662949,94.95797
52.580002,2878.699951,96.265701,8.36777,4.35,12.81,16.360001,115.788849,17.191999,22.52243,74.341003,93.165215
52.34,2890.300049,97.283707,8.473589,4.44,12.5,15.88,115.944595,17.030001,22.551479,74.741005,93.330849
53.400002,3057.040039,98.786011,8.628246,4.6,12.8,15.61,116.061394,19.434,22.909744,75.42392,94.236969
52.93,3000.120117,95.939537,8.522428,4.31,11.91,14.57,114.912857,17.738001,22.280359,73.980034,91.616028
53.43,3081.110107,97.688927,8.758484,4.15,11.99,15.32,114.562447,18.434,22.367502,74.253204,91.947296
57.259998,3182.629883,95.860481,8.652665,4.17,11.18,14.58,114.757118,17.997999,22.047966,72.965401,89.228928
55.880001,3200,96.848831,8.782903,4.12,11.94,16.16,115.691521,17.924,23.258331,74.272705,91.888832
53.59,3104,95.336662,8.774762,4.18,11.63,15.28,115.565002,17.534,23.422939,74.048317,91.430908
54.720001,3084,95.633163,9.442231,4.32,11.57,15.04,116.878998,18.552,23.374523,75.297089,92.80471
55.34,3008.870117,97.392426,9.393392,4.33,13.44,17.48,118.426628,18.628,23.819937,77.306839,96.682533
54.919998,2999.899902,96.127342,9.181756,4.24,12.45,15.78,118.69915,17.521999,23.171185,77.21904,96.234344
55.040001,2961.969971,95.158752,9.206176,4.39,11.91,15.47,118.426628,17.742001,22.483696,77.423904,96.019989
57.459999,3196.840088,94.536079,9.311994,4.45,11.47,15,116.625931,22.222,22.832285,76.711716,94.48056
57,3138.290039,97.214531,9.328273,4.43,11.47,15.19,116.995811,21.356001,23.645647,77.638557,97.257385
61.790001,3099.909912,97.758133,9.425952,4.5,11.36,15.14,119.857437,21.892,23.539133,78.282433,97.306099
59.57,2986.550049,97.155235,9.189895,4.37,11.77,14.8,119.088486,21.889999,23.761843,78.360497,98.056335
69.400002,3008.909912,97.283707,9.165476,4.3,11.39,14.8,120.412224,21.709999,23.577864,77.697083,96.55587
68.970001,3055.209961,96.077911,9.694566,4.34,11.39,13.75,119.419426,21.878,23.374523,78.00927,96.935852
67.610001,3000.330078,95.148857,9.556189,4.28,11.77,14.33,120.003426,20.854,23.587549,77.550743,96.65329
76.089996,3033.530029,95.840729,9.841084,4.34,11.4,14.65,120.383041,21,24.468695,78.994637,99.23526
78.199997,3051.879883,95.692459,9.645728,4.45,11.18,14.34,121.259048,22.194,24.052332,78.340981,98.036858
77.43,3164.679932,96.473259,9.474791,4.78,11.12,13.88,122.524399,22.181999,24.091061,78.106827,96.945595
77.669998,3111.889893,97.184875,9.295714,5.06,11.08,13.07,124.432137,23.322001,24.197573,78.584885,98.027107
85.040001,3138.830078,96.196526,9.352693,5.1,11.47,13.74,126.972565,24.844,24.21694,78.95562,98.942978
85.309998,3205.030029,99.764481,9.572469,5,12.56,14.02,125.921364,24.93,24.584887,79.599503,101.135208
86.709999,3225,99.28019,9.385252,5,13.04,13.78,125.570969,23.77,24.662352,79.570244,101.028038
84.849998,3167.459961,100.673759,9.084078,4.98,13.03,14.22,128.237915,24.51,25.282057,80.604385,103.434624
82.239998,3148.159912,104.182426,9.246874,4.91,14,15.44,129.396194,23.827999,25.717787,81.697052,105.500198
76.879997,3080.669922,103.895798,9.092218,4.96,13.73,15.82,128.20871,23.209999,26.066376,81.628769,105.500198
82.610001,3162.23999,103.994644,9.206176,5.05,13.54,15.19,131.011963,23.806,25.882397,81.940956,105.470963
81.839996,3161.02002,105.279488,9.181756,5.06,13.3,15.22,131.216339,23.190001,25.514446,81.423882,104.486885
81.300003,3148.02002,105.190544,9.222455,5,13.33,15.47,132.890488,22.427999,25.630642,81.589737,105.090981
82.419998,3182.409912,104.429512,9.246874,5.07,12.62,14.68,134.554901,22.882,25.078716,81.453156,104.886368
81.660004,3312.48999,105.724266,9.442231,5.09,12.6,14.41,133.909302,24.483999,24.720449,80.91658,103.113098
81.089996,3260.47998,107.127716,9.214314,5.04,12.68,14.6,150.850967,25.038,24.691401,80.526337,102.888992
82.769997,3297.370117,106.752144,9.263155,5.05,12.5,14.54,148.914215,24.573999,24.304083,80.02877,102.138771
83.809998,3284.719971,108.471886,9.018958,4.97,12.16,14.65,150.273865,24.601999,24.187887,79.901947,101.320328
83.080002,3307.459961,110.527672,9.198037,5.03,13.44,16.139999,149.892395,24.917999,24.875374,81.306808,103.678207
86.349998,3346.48999,110.21138,9.132916,5.04,13.14,15.89,149.510895,26.674,25.175545,81.179977,103.385902
86.019997,3441.850098,110.231155,8.994539,5.05,12.79,15.28,149.373947,25.771999,24.749496,80.779999,102.206978
83.800003,3400,109.549187,8.896861,5.01,13.28,16.120001,147.026367,24.639999,25.223959,81.27755,103.054634
85.550003,3401.800049,111.228157,9.198037,4.97,13.59,17.209999,147.554581,25.034,25.46603,82.097046,103.843834
90.82,3450.959961,110.83194,8.95384,4.9,13.05,16.48,147.906738,22.562,24.923788,81.150719,102.148514
92.18,3499.120117,113.754044,9.360832,4.73,13.1,16.51,147.261139,22.712,24.894739,81.589737,103.19104
90.220001,3531.449951,115.695511,9.303854,4.78,13.23,16.709999,146.56665,22.374001,25.194912,82.984848,104.077675
82.540001,3368,111.782867,9.149197,4.53,13.36,17.58,142.839874,20.188,25.019403,81.34584,102.216713
82.010002,3294.620117,111.337128,9.263155,4.48,13.61,18.530001,144.013657,19.856001,25.877438,81.238518,102.362862
78.690002,3149.840088,111.654099,8.9864,4.1,13.63,18.290001,140.854233,20.062,24.843897,79.628784,100.043953
81.910004,3268.610107,113.813477,9.214314,4.14,13.05,17.66,144.326675,19.774,24.873148,80.555603,100.872131
78.980003,3175.110107,113.704514,9.018958,4.1,13.01,17.879999,142.84967,19.306,24.512388,79.423904,99.371674
76.339996,3116.219971,116.884163,9.49921,4.1,12.95,17.690001,144.424484,22.514,24.8634,79.823891,98.952705
77.900002,3102.969971,118.152061,9.564329,4.09,13.26,17.85,145.197235,23.378,25.107159,81.219002,101.067017
78.93,3156.129883,118.142151,9.637587,4.16,13.14,15.93,145.813477,24,24.648893,81.258034,101.008545
76.660004,3078.100098,117.468582,9.434092,4.13,13.8,16.459999,144.75705,23.774,24.960905,81.911682,102.158257
76.550003,3008.72998,115.259666,9.670147,4.14,13.63,16.24,144.385361,22.844,24.717146,81.49218,101.515198
74.93,2954.909912,113.575752,9.368973,4.09,13.19,15.31,145.568939,22.282,24.580637,80.477547,100.852654
77.940002,2960.469971,112.297951,9.059657,3.96,12.21,14.29,146.586197,22.556,23.859114,78.136093,96.536392
77.699997,3128.98999,115.764854,9.031648,3.98,12.34,14.41,150.71402,23.021999,23.342344,78.633667,96.682533
74.730003,2999.860107,125.908012,9.040134,3.88,11.93,14.13,147.71109,24.903999,22.679323,76.874123,93.582703
75.82,3019.790039,123.570335,9.082576,3.84,11.77,13.74,148.679459,24.278,22.757326,76.991821,93.857109
78.059998,3095.129883,123.055244,9.11653,3.78,12.29,15.07,150.978134,24.374001,22.90358,78.011841,95.01355
79.480003,3174.050049,123.144402,8.904321,3.9,12.76,15.31,153.042023,25.983999,23.488598,79.620338,97.992828
81.769997,3144.879883,125.155205,8.836414,3.95,12.25,15.07,153.511536,26.110001,23.176588,78.923981,97.110802
81.989998,3148.72998,124.352859,8.980716,3.91,12.29,15.18,153.981049,27.048,23.488598,79.286865,97.346008
84.860001,3221.26001,125.442459,8.836414,3.87,12.58,15.03,155.1353,29.832001,23.49835,79.875336,98.884659
81.800003,3125,125.442459,8.819437,3.82,13,15.16,155.624374,29.757999,23.605602,80.699196,100.472282
86.150002,3199.199951,126.700455,9.125019,3.93,13.12,14.96,157.962143,33.599998,24.005367,82.24884,102.932152
84.480003,3099.959961,126.442909,8.912809,3.91,12.53,15.19,154.949448,34.400002,23.76161,81.62114,102.53035
86.690002,3195.689941,128.830139,9.125019,3.9,13.07,15.99,157.16983,37.756001,24.258877,83.043274,104.637405
86.510002,3190.550049,128.483444,9.379671,3.95,13.16,15.61,158.324066,37.307999,24.60989,84.249657,106.313255
83.099998,3286.649902,129.741409,9.498507,4.03,13.2,15.69,160.133652,39.306,24.726892,84.220238,106.303444
84.290001,3442.929932,128.235809,9.523973,4.03,12.92,15.21,160.974869,39.226002,25.038908,84.700806,107.146278
85.279999,3443.629883,127.978249,9.515485,4.04,12.22,14.03,162.021484,42.444,24.327129,83.621948,105.509636
84.209999,3363.709961,126.45282,9.625834,4.08,12.36,13.97,160.387985,43.751999,23.030331,83.474831,104.784401
83.129997,3338.649902,127.780144,9.49002,4.04,12.23,14.02,161.845428,40.335999,23.5471,84.073112,106.303444
83.169998,3272.709961,126.789597,9.413625,4.03,12.46,14.08,161.3172,40.001999,23.634855,83.847527,105.989838
82,3207.209961,126.224991,9.447577,4.18,12.56,14.15,160.466217,42.228001,23.127834,82.886353,104.755013
81.559998,3217.01001,127.274971,9.413625,4.2,12.8,14.61,161.268295,48.397999,23.53735,83.435593,105.588036
79.199997,3184.939941,128.206085,9.557927,4.28,12.75,14.48,159.722809,39.821999,23.449598,83.131554,105.078415
79.419998,3176.399902,128.790497,9.591881,4.27,13.15,15.19,156.113434,39.599998,24.249128,84.337921,107.293282
81.959999,3204.399902,128.760788,9.600368,4.3,12.6,15.36,156.729675,39.618,24.278378,84.828323,108.126305
82.230003,3207.040039,127.156105,9.456066,4.23,11.8,14.03,154.519043,35.762001,23.927364,82.827499,105.460625
78.879997,3286.330078,126.779694,9.371182,4.24,11.23,13.76,153.599579,34.778,23.254593,81.738831,103.578979
76.400002,3162.780029,120.925583,8.938274,4.05,10.95,12.3,151.819351,35.875999,22.884075,79.375145,100.099884
78.019997,3211.01001,121.698204,9.141995,3.35,11.16,12.98,150.88031,37.537998,22.952332,80.404968,101.72673
75.290001,3036.149902,118.944489,8.972228,3.37,11.28,13.71,148.894653,36.521999,23.108335,80.032257,100.932907
74.699997,3004.47998,121.232658,9.099554,3.27,11.19,13.55,151.017242,39.824001,23.478849,81.984024,103.382965
76.580002,3048.409912,123.411842,9.328739,3.39,11.25,13.71,153.306137,40.028,24.073622,83.592529,106.21524
81.349998,3241.159912,126.135841,9.201414,3.4,11.01,13.34,153.198517,37.341999,23.088835,82.984428,103.990593
