"AMD.Adjusted","AMZN.Adjusted","NKE.Adjusted","VALE.Adjusted","NOK.Adjusted","AAL.Adjusted","CCL.Adjusted","TGT.Adjusted","DQ.Adjusted","BAC.Adjusted","IWS.Adjusted","IWN.Adjusted"
83,3322,128.473526,9.617346,3.54,11.6,14.18,155.164627,44.284,23.995619,84.740044,107.283478
85.879997,3311.370117,127.681099,9.990835,3.52,11.46,13.82,157.971939,44.557999,23.703108,84.386963,105.833031
83.120003,3143.73999,127.730614,10.0163,3.65,13.2,19.25,151.525894,41.897999,27.066978,88.133575,113.232231
77.989998,3035.02002,126.502342,9.956881,3.67,12.38,16.73,154.616867,40,26.969475,89.163399,116.270317
81.279999,3137.389893,126.45282,10.050253,3.75,12.04,16.209999,156.201477,44.374001,26.657463,88.780884,114.819878
81.839996,3110.280029,125.442459,9.75316,3.75,11.74,14.93,156.044952,42.630001,26.023691,87.260674,112.428619
81.43,3128.810059,127.066948,9.914439,3.81,12.24,16.01,159.321793,43.476002,26.325953,89.428215,115.603905
83.730003,3131.060059,128.879639,10.236998,3.9,12.79,17.57,161.571518,43.683998,26.891474,91.487862,119.533806
83.360001,3135.659912,130.959793,10.661418,3.93,12.7,18.049999,160.137512,43.580002,26.862221,91.291702,119.837608
82.540001,3105.459961,130.385284,10.525602,3.94,12.74,17.59,163.8797,39.869999,26.306454,90.104958,118.298973
85.540001,3117.02002,130.662643,10.831184,3.89,12.79,18.190001,168.319214,40.080002,26.306454,90.595352,118.916389
84.639999,3099.399902,131.722488,10.763278,3.95,12.53,17.370001,169.242493,41.709999,26.140694,90.301109,118.573372
85.309998,3098.389893,132.861649,11.196185,3.97,13.56,18.18,174.399048,40.84,26.706217,91.752686,121.484055
85.07,3118.060059,133.426224,11.892234,4.07,14.82,20.23,174.693695,42.529999,28.256519,93.694633,125.355164
86.709999,3185.070068,134.258286,12.138397,4.13,14.94,20.65,176.618805,43.09,28.305273,92.949226,124.277122
87.190002,3195.340088,132.980499,12.503397,4.13,14.98,21.58,176.569687,45.259998,28.266273,92.605957,123.66951
92.660004,3168.040039,133.426224,12.359096,4.03,14.13,19.98,176.333969,43.02,27.456991,91.350548,120.170822
92.629997,3220.080078,134.159256,13.275842,4.06,14.27,20.15,175.862503,40.32,27.973764,92.399986,121.944672
93.739998,3203.530029,134.297913,13.012701,4.06,14.86,21.16,173.269501,40.139999,28.334524,92.468658,122.846298
92.309998,3186.72998,135.664871,13.02119,4.02,16.09,22.879999,171.806015,39.200001,28.363958,92.9198,123.532318
94.040001,3162.580078,136.166107,13.623865,4.03,16.4,23.450001,171.914078,39.720001,28.73678,94.371376,126.982002
94.07,3158,137.714478,13.819098,4.06,17.209999,23.200001,169.831833,39.16,28.540556,93.939835,126.305786
92.919998,3177.290039,138.081696,13.742703,4.22,17.629999,23.57,169.645203,41.709999,28.383579,94.126183,127.55043
89.830002,3104.199951,137.754166,13.657819,4.19,17.16,22.690001,170.971191,41.02,28.256037,93.998672,127.344635
91.660004,3101.48999,136.553207,14.430264,4.2,17.99,22.32,169.330887,42.490002,28.560179,94.047714,127.932632
91.650002,3116.419922,136.384476,14.311426,4.06,17.049999,21.32,168.653183,43.139999,28.030378,93.527908,126.864403
94.779999,3156.969971,135.262909,13.971889,4,16.700001,20.93,167.945999,48.310001,27.686987,92.784988,126.226128
97.120003,3165.120117,138.349686,14.150146,4.1,17.01,21.530001,168.358536,55.990002,28.099056,94.597931,129.742538
96.849998,3240.959961,137.307526,14.379332,3.99,16.860001,21.76,168.63353,57.279999,28.177546,94.381165,128.925003
96.839996,3236.080078,139.451416,14.625496,4.06,16.799999,21.629999,168.191544,57.139999,28.285467,95.041313,130.077438
95.919998,3201.649902,136.255432,14.744334,4,16.51,21.459999,167.386139,58.259998,28.12849,94.322052,128.452225
93.230003,3206.179932,142.945129,14.430264,3.9,16.1,21.059999,168.702301,61.220001,29.17828,93.937775,127.536163
93.160004,3206.52002,141.386841,14.260493,3.88,15.48,19.809999,169.281784,64.790001,28.658291,93.69146,127.94986
91.550003,3185.27002,140.701996,14.285959,3.88,15.89,20.940001,171.796219,58.389999,29.482426,94.597931,130.028168
91.809998,3172.689941,140.543198,14.336889,3.89,15.66,20.84,172.071228,54.77,29.394125,94.666901,130.028168
91.599998,3283.959961,141.366989,14.201076,3.9,16.059999,21.709999,173.249847,56.650002,29.560915,94.775284,130.313843
90.620003,3322,140.513428,14.294447,3.93,15.86,21.43,171.923889,55.790001,29.443182,94.036316,128.127167
92.290001,3285.850098,140.523346,14.387821,3.89,16.15,21.790001,170.784546,57.060001,29.413746,95.061028,129.712982
91.709999,3256.929932,140.414154,14.226542,3.91,15.77,21.66,173.38736,57.360001,29.737513,95.533958,129.772095
92.300003,3186.629883,139.054413,14.769796,3.89,15.13,20.379999,174.467789,62.330002,29.462805,93.868813,128.048355
92.769997,3218.51001,140.175949,15.015961,4.04,15.43,20.6,177.159012,68.800003,29.688457,94.94278,130.747208
90.330002,3138.379883,141.287613,15.414915,4.04,15.52,20.4,185.556793,73.5,31.542763,97.987328,137.651993
95.160004,3162.159912,143.868179,16.068521,3.99,15.38,20.74,187.697998,79.779999,32.239353,98.736168,138.942307
94.580002,3182.699951,145.257751,16.060032,3.93,15.13,20.469999,190.153488,77.110001,31.915581,98.657326,137.474686
97.25,3114.209961,145.952499,15.796894,3.87,15,20.139999,191.803589,76.529999,32.445385,98.637627,137.858841
95.360001,3120.830078,143.967453,15.881776,4.01,15.38,20.129999,195.555588,85.300003,33.024242,99.652481,140.656189
91.779999,3165.889893,141.972443,15.406425,3.98,15.53,20.1,193.316177,77.410004,32.828022,99.287918,139.159012
90.790001,3127.469971,140.245438,16.077011,4.09,16.440001,20.92,194.484985,75.669998,33.348011,99.888947,142.00563
88.209999,3104.25,139.669769,14.973517,4.08,15.76,20.790001,191.332108,72,32.386517,99.041595,139.848511
89.449997,3120.76001,138.230576,14.948055,4.13,15.97,20.870001,184.810333,82.830002,32.151054,99.475128,140.813797
88.75,3263.379883,141.734222,14.812241,4.2,16.17,20.780001,184.94783,83.559998,31.729172,100.145119,141.542694
91.529999,3306.98999,140.553116,14.829216,4.22,15.83,20.74,187.864975,94.470001,31.169939,99.534241,139.897766
92.790001,3292.22998,138.309998,14.608518,4.2,15.82,20.219999,188.493576,96.769997,30.954094,99.218956,141.631332
94.129997,3294,136.523422,14.387821,4.85,15.43,19.219999,186.764893,96.139999,30.571461,99.081009,141.385071
94.709999,3326.129883,134.091705,14.574564,4.73,15.53,18.719999,184.358505,101.889999,30.355618,98.332191,140.675903
88.839996,3232.580078,130.042145,14.014332,6.55,16.559999,18.98,175.106216,103.879997,29.266581,95.947777,139.001419
87.519997,3237.620117,133.714554,14.218052,4.69,18.1,19.74,180.311844,97.339996,29.747326,96.903519,138.154327
85.639999,3206.199951,132.592972,13.708748,4.56,17.17,18.67,177.944748,88.059998,29.089979,95.307343,136.322235
87.660004,3342.879883,134.697159,14.209563,4.89,16.84,18.799999,180.302063,103.410004,29.394125,96.726166,139.424973
88.860001,3380,138.548187,13.903981,4.53,16.59,19.450001,182.286087,115.849998,30.443916,97.849388,140.183426
87.889999,3312.530029,137.595367,14.336889,4.7,17.6,20.440001,181.814621,119.699997,30.983528,98.381447,141.060043
87.839996,3331,139.580429,14.005842,4.37,17.4,21.049999,185.232666,108.669998,31.886154,99.622917,143.965759
87.900002,3352.149902,144.026993,14.65096,4.22,17.190001,21.309999,185.497864,109.190002,31.758604,100.283066,145.590988
91.470001,3322.939941,142.339691,14.982009,4.26,17.77,21.610001,190.497253,114.089996,32.465004,101.534393,149.46199
90.910004,3305,140.731781,14.973517,4.19,17.440001,21.049999,190.831223,124.129997,32.327656,101.62307,149.787048
92.349998,3286.580078,141.396774,14.982009,4.17,17.41,20.93,189.014145,119.529999,32.357082,102.155121,149.127075
92.660004,3262.129883,142.468719,14.744334,4.1,16.99,20.719999,187.020279,118.910004,32.258976,102.381752,149.038437
93.769997,3277.709961,141.059296,14.854682,4.17,17.27,20.6,188.022125,123.830002,32.739719,103.051735,149.678696
91.459999,3268.949951,140.65239,15.304568,4.13,17.82,22.469999,187.864395,120.220001,33.622723,103.169968,150.023438
89.940002,3308.639893,142.915359,15.168754,4.11,17.99,23.200001,190.83136,112.510002,33.760075,102.963058,149.156631
88.639999,3328.22998,144.007141,15.262125,4.12,17.709999,22.889999,188.672668,107.269997,33.544228,102.066444,146.851746
89.580002,3249.899902,140.960068,15.465845,4.07,18.68,24.59,186.119736,104.800003,33.887619,103.603508,149.905228
85.370003,3180.73999,135.649979,14.880148,3.96,20.440001,25.969999,186.287292,95.25,34.486099,103.86953,151.678207
84.739998,3194.5,135.114044,15.194218,3.95,20.66,26.459999,183.694901,92.75,34.84911,104.263649,151.185715
86.940002,3159.530029,134.637604,15.321543,4.04,21.82,27.01,184.404602,105.400002,35.692867,105.840118,155.31279
82.419998,3057.159912,134.528412,14.769796,4.05,20.860001,25.469999,182.433197,97.900002,35.251366,103.22908,150.318924
84.510002,3092.929932,134.046066,14.345379,3.92,20.940001,26.75,180.816666,104.25,34.054409,102.60836,149.324097
86.389999,3146.139893,136.900436,14.880148,4.04,21.18,26.309999,183.428757,117.459999,35.114014,104.992767,154.514954
84.129997,3094.530029,136.273865,15.236661,4.04,21.440001,27.59,171.008957,109.900002,34.858917,104.460709,152.456345
80.860001,3005,133.528885,15.177239,3.98,22.17,28.67,171.127228,94.510002,35.732109,104.253792,153.27388
77.75,2977.570068,131.320984,14.854682,3.82,21.24,27.4,167.391434,86.139999,35.988468,102.549248,150.673508
78.519997,3000.459961,132.62384,15.748644,3.88,20.450001,26.09,170.141525,79.980003,36.412441,104.86467,154.603622
73.959999,2951.949951,133.827271,15.287014,3.87,21.469999,26.690001,174.340591,72.040001,36.609638,106.017471,158.080627
78.529999,3062.850098,135.209686,15.100587,3.96,21.6,27.58,176.617554,87.980003,35.810989,105.810562,158.829208
77.519997,3057.639893,136.840759,15.287014,3.96,21.75,26.700001,176.026154,78.379997,36.846275,107.120995,162.729767
81.230003,3113.590088,140.421173,15.997212,4.1,22.15,27.469999,176.755569,91.209999,36.718102,108.145706,164.680054
81.050003,3089.48999,139.685181,15.642115,4.22,23.370001,28.459999,177.435699,94.220001,37.408287,109.160553,166.984909
82.5,3081.679932,144.150757,15.304769,4.3,25.17,29.790001,178.510117,88.07,37.220947,110.323204,166.856857
82.75,3091.860107,143.86232,15.260383,4.24,24.469999,28.25,177.632843,85.730003,37.112488,108.953644,163.773865
82.629997,3135.72998,144.031403,15.588848,4.28,25.16,28.93,175.848709,87.989998,37.418148,109.761574,165.133118
78.120003,3027.98999,142.390366,15.34028,3.91,24.700001,28.27,177.041412,81.209999,38.394272,108.549675,161.508392
79.059998,3074.959961,136.741302,15.313646,4.02,24.969999,28.959999,184.867874,79.230003,37.990017,108.293503,162.010712
80.300003,3110.870117,137.517059,15.100587,4.06,23.83,27.48,185.350861,80.470001,37.132206,107.978195,159.055756
78.379997,3137.5,136.373322,14.718857,3.98,22.27,25.33,186.218277,74.440002,36.382866,105.75145,152.830643
76.480003,3087.070068,132.434906,14.816509,3.92,21.809999,24.85,185.587433,66.089996,36.382866,105.357323,150.703079
76.220001,3046.26001,127.939499,14.505797,3.97,22.77,25.85,189.944229,68.019997,37.132206,107.061081,154.782486
77.410004,3052.030029,132.265808,14.860895,4.06,22.93,26.059999,198.076233,70.339996,38.137917,108.643219,158.179489
77.139999,3075.72998,132.763092,15.0562,4.02,22.91,25.629999,195.375427,62.16,37.773106,107.624718,154.130722
76,3055.290039,132.226013,15.109465,3.99,24.120001,26.65,196.794815,70.580002,38.443573,108.455345,156.787125
78.5,3094.080078,132.166351,15.429053,3.96,23.9,26.540001,195.237442,75.5,38.147778,108.079582,157.478378
81.089996,3161,131.808319,15.198241,4,23.860001,26.860001,197.849533,75.190002,38.936565,109.276077,159.305283
81.43,3226.72998,134.384216,16.228027,4.05,24.23,28.110001,202.41333,70.120003,39.242222,110.077026,160.065659
81.440002,3223.820068,136.413116,16.25466,4,24.059999,28.6,202.492172,71.25,39.133762,110.314346,159.53241
82.199997,3279.389893,135.796478,16.556494,4.05,23.93,29,201.526184,68.080002,39.488716,109.89904,157.675888
83.349998,3299.300049,132.952057,16.716288,4.06,23.65,28.559999,200.550354,66.220001,39.143623,109.988045,158.396774
82.760002,3372.199951,134.712402,16.174761,4.13,23.540001,29.299999,202.423172,69.290001,39.429558,110.462669,158.643646
78.580002,3379.389893,135.895935,16.059355,4.07,22.91,27.75,202.166916,67.220001,39.498577,110.838425,158.633774
80.190002,3400,132.812805,16.14813,4.13,22.559999,27.82,202.009201,67.919998,38.768948,110.452782,157.359879
78.550003,3333,131.53978,16.787308,4.13,22.370001,27.940001,202.768188,66.300003,39.321098,110.838425,159.315155
83.010002,3379.090088,132.942108,17.133528,4.13,22.129999,27.32,202.817459,67.650002,38.197079,111.580048,159.720047
82.150002,3399.439941,133.578629,17.337711,4.18,22.030001,27.030001,205.567551,70.260002,38.60133,112.094246,160.223648
81.110001,3372.01001,131.848099,17.248938,4.17,21.549999,26.889999,205.666122,66.940002,38.621044,111.659157,158.939896
79.269997,3334.689941,126.417831,17.009245,4.15,20.370001,25.719999,204.305862,69.040001,37.546326,110.393448,154.950363
81.610001,3362.02002,129.192627,17.240059,4.21,21.01,27.33,203.813004,74.889999,38.177357,112.025024,158.347397
79.059998,3309.040039,128.476563,17.266691,4.16,20.07,26.91,202.630173,85.599998,37.822399,111.253746,157.172256
82.760002,3340.879883,129.481049,17.453119,4.2,21.110001,27.27,203.063889,89.510002,38.630909,112.697441,160.194046
85.410004,3409,130.883377,17.710566,4.2,22.040001,27.549999,200.717926,91.989998,38.857685,113.261078,161.349426
85.209999,3417.429932,131.39061,18.021276,4.22,21.76,27.809999,201.437485,85.620003,39.321098,113.518173,161.892548
84.019997,3458.5,129.998245,18.607189,4.2,21.700001,27.799999,201.536057,85.720001,39.468994,113.646721,162.257919
83.910004,3471.310059,132.534332,18.695965,4.67,21.299999,27.209999,204.414291,83.580002,40.533859,114.259796,162.376434
81.620003,3467.419922,131.897827,17.861483,4.68,21.719999,27.959999,204.296005,80.489998,39.96199,113.181961,160.352051
78.550003,3386.48999,132.305603,17.83485,4.91,21.950001,27.93,208.25853,79.540001,39.99157,113.814819,162.425797
78.610001,3311.870117,130.833649,18.092297,4.7,21.42,26.68,208.583817,74.510002,40.425404,113.785156,161.774063
77.830002,3270.540039,131.490067,18.403008,4.8,21.57,26.52,209.37236,77.199997,40.809937,113.992813,161.882675
77.889999,3306.370117,132.763092,19.397285,4.87,21.49,25.950001,209.953918,73.589996,41.421246,114.586113,163.097336
78.809998,3291.610107,137.05957,19.601467,5.1,22,26.76,211.639465,74.699997,41.588863,115.98037,164.88472
75.989998,3190.48999,135.657242,19.574835,4.98,22,26.27,210.969193,72.150002,41.460686,115.426628,162.159195
76.830002,3223.909912,136.373322,20.160748,4.93,21.57,25.879999,206.247711,75.459999,40.987415,114.042252,160.964294
74.639999,3151.939941,132.663635,19.237492,4.71,20.76,24.780001,200.05751,72.370003,40.602879,110.976875,155.888489
73.089996,3161.469971,132.882431,18.882393,4.75,21.209999,25.120001,205.626694,65.110001,41.253632,112.895203,159.571915
74.589996,3222.899902,135.189789,18.669333,4.9,22.4,27.200001,208.140228,71.730003,41.766342,114.684998,163.087433
74.650002,3270.389893,135.667206,19.166471,4.91,23.35,27.52,207.016541,71.239998,42.141018,114.813545,164.094696
74.440002,3232.280029,134.821808,19.441673,4.98,23.559999,28,204.13884,71.230003,41.569141,113.715942,162.139435
76.230003,3231.800049,132.235977,18.740353,4.94,22.969999,27.68,216.579193,76.769997,41.381809,112.845764,160.45079
78.059998,3247.679932,132.544296,18.704842,5.15,22.6,27.530001,219.328354,78.410004,41.283207,113.409401,160.51004
77.169998,3203.080078,131.937622,18.15444,5.05,22.57,27.17,222.591721,77.959999,41.805782,113.73571,161.379059
77.440002,3244.98999,133.329987,18.296478,5.02,22.99,27.9,222.908173,72.589996,42.032562,114.348793,162.386307
77.860001,3259.050049,133.588577,17.879238,5,23.209999,28.58,222.799408,71.980003,41.421246,113.597275,160.144653
78.339996,3265.159912,136.144577,18.376377,4.95,23.9,29.370001,224.58931,78.629997,41.450829,114.457558,163.275055
78.419998,3230.110107,135.81636,18.766985,5.07,24.43,30,224.846405,77.940002,41.953682,115.317856,165.605591
80.080002,3223.070068,135.990784,19.10433,5.16,24.24,29.559999,224.401413,74.379997,41.795921,115.406845,165.437714
80.809998,3218.649902,134.04747,19.707998,5.19,24.67,30.15,224.747528,78.949997,42.318493,116.306686,168.360764
81.970001,3233.98999,133.708649,20.125238,5.45,25.82,31.309999,225.84523,76.400002,42.338211,116.128693,169.605026
80.279999,3187.01001,133.708649,19.885548,5.48,24.93,30.67,226.636307,76.93,42.82338,115.891373,168.192886
81.580002,3206.219971,133.280121,19.929935,5.48,24.299999,30.540001,228.772339,80.839996,42.843185,116.336349,168.261993
81.349998,3198.01001,133.489395,19.779018,5.61,24.25,30.889999,228.327347,74.489998,42.69466,116.089142,170.108643
80.889999,3264.110107,132.891464,19.423918,5.58,24.219999,31.08,232.490646,70.769997,42.457027,116.534119,171.797302
79.959999,3281.149902,131.386642,19.66361,5.49,23.85,30.450001,229.365692,68.75,41.902554,115.832047,170.661652
81.559998,3349.649902,130.529602,19.734629,5.44,23.459999,29.83,229.088806,67.449997,41.278767,115.556435,168.118011
81.309998,3346.830078,131.486313,19.885548,5.43,23.530001,29.93,230.354599,68.690002,41.44709,116.101707,169.810486
81.550003,3383.870117,130.908295,20.000956,5.45,22.99,28.75,230.48317,68.660004,40.952023,115.308594,168.563385
80.470001,3383.129883,129.84198,19.654732,5.29,22.790001,28.610001,229.988724,65.040001,40.981724,115.308594,168.97908
80.110001,3415.25,129.951599,19.077698,5.22,22.83,29.280001,228.693237,64.160004,41.209457,114.505569,168.860306
84.559998,3489.23999,128.4767,18.71372,5.16,22.23,28.42,228.653687,61.41,39.40741,112.711159,165.20816
84.650002,3486.899902,127.968452,19.095451,5.1,22.290001,28.18,227.971359,60.5,38.397472,110.599487,160.388107
82.589996,3453.959961,129.632706,19.530447,5.1,22.450001,28.67,231.1754,58.700001,39.357906,113.087875,164.366882
83.580002,3505.439941,132.024445,19.9832,5.11,22.110001,28.059999,234.577209,56.5,39.575737,113.137451,165.079483
83.82,3503.820068,132.642319,20.240646,5.05,22.200001,28.15,234.676086,58.080002,39.803467,113.177109,165.39621
86.099998,3449.080078,133.140594,20.49044,5.14,22.35,27.459999,237.178009,56.48,40.427254,114.029694,167.722122
85.620003,3401.459961,153.81926,20.526644,5.45,22.219999,28.129999,237.880142,58.66,41.209457,114.902122,167.276733
87.080002,3443.889893,151.83609,20.300379,5.4,21.389999,26.15,238.58226,66.169998,41.150051,114.039612,165.079483
89.519997,3448.139893,155.413742,20.635248,5.36,21.08,25.780001,239.16571,66.779999,40.486656,113.811592,163.872009
93.93,3440.159912,153.958771,20.6443,5.32,21.209999,26.360001,239.056915,65.019997,40.823303,113.990044,164.069962
93.309998,3432.969971,157.456696,20.010763,5.37,21.51,26.360001,240.767715,66.040001,41.130249,114.882294,165.712921
94.699997,3510.97998,159.19072,20.345633,5.39,21.48,26.059999,243.843201,62.549999,40.744095,114.961601,163.822525
94.470001,3675.73999,159.559448,19.875002,5.42,21.01,25.02,242.725754,66.830002,39.674747,113.791763,161.00174
90.540001,3696.580078,159.609283,19.847853,5.39,20.309999,24.08,244.802444,71.25,39.357906,113.950394,159.527023
89.739998,3731.409912,160.077667,19.693993,5.41,20.35,23.719999,245.821014,68.989998,38.397472,112.711159,157.864258
90.900002,3719.340088,160.446381,20.291328,5.47,20.889999,24.26,245.821014,67.800003,39.645046,114.822807,161.516418
90.809998,3718.550049,161.263565,20.200823,5.37,20.84,23.860001,249.440399,68.269997,40.229225,115.080574,162.229034
90.260002,3677.360107,161.034348,20.273228,5.88,20.02,22.85,248.955826,72.349998,39.46682,113.533997,158.982666
89.050003,3681.679932,160.984528,20.508541,5.84,20.620001,22.58,250.814972,68.940002,38.476681,113.276245,157.211014
86.93,3631.199951,161.134018,20.399937,5.75,20.459999,21.950001,250.122726,68.830002,38.44698,112.978821,157.16153
85.889999,3573.629883,159.300339,19.97456,5.68,19.790001,20.92,248.362473,66.43,37.545956,111.908119,154.855438
86.580002,3549.590088,157.327148,19.32292,5.6,18.969999,19.719999,248.332825,64.339996,36.56572,109.717155,151.421021
87.110001,3573.189941,159.19072,19.576334,5.81,20.559999,21.190001,251.88298,66.080002,37.318226,112.27494,155.894669
89.410004,3585.199951,160.526108,19.956457,5.8,21.4,23.190001,253.208099,79.379997,38.080627,113.4646,158.497696
91.209999,3638.030029,163.117172,19.856903,5.75,21.16,22.709999,254.157455,67.669998,37.58556,112.849945,155.46907
92.150002,3656.639893,165.787949,19.865953,5.75,21.200001,21.959999,258.132843,59.07,37.328125,113.613312,155.993637
91.82,3699.820068,164.522308,20.399937,5.84,22.08,23.16,257.964661,56.48,37.753883,113.940475,157.478256
91.029999,3626.389893,164.00412,20.065065,5.75,21.459999,22.799999,255.492462,53.75,37.605362,113.880989,156.250961
97.93,3630.320068,164.891052,20.761957,5.81,21.629999,22.82,254.562912,60.360001,37.753883,114.099091,157.92363
102.949997,3599.919922,166.415787,20.698605,6.05,21.17,22.709999,258.755859,59.389999,38.298458,115.040916,159.457748
106.190002,3327.590088,166.93399,19.024252,6.08,20.379999,21.65,258.152588,59.25,37.981613,114.674103,158.31955
108.629997,3331.47998,168.169724,19.196211,6.13,20.059999,21.459999,254.384872,61.029999,37.58556,114.376686,157.141754
112.559998,3366.23999,170.641205,19.675892,6.29,19.950001,21.43,259.289856,60.84,38.169743,115.20945,158.448196
118.769997,3354.719971,171.318863,19.63064,6.23,19.450001,21.040001,257.638367,59.77,37.892502,113.999954,155.409683
112.349998,3375.98999,173.252213,18.988049,6.19,20.91,22.549999,258.498718,58.560001,38.635105,114.951691,158.141388
110.110001,3344.939941,172.205811,18.951849,6.1,21.02,23.08,257.203278,58.150002,39.753963,115.625832,159.982315
107.580002,3341.870117,171.179352,18.861341,6.1,20.559999,22.709999,259.497528,60.630001,40.268829,115.278847,158.844101
106.480003,3320.679932,171.677628,19.150959,6.02,20.940001,23.65,261.139099,60.84,41.021332,115.903427,160.061493
107.68,3292.110107,170.681076,19.033302,6.02,21.23,23.99,260.090851,57.459999,41.536201,116.924561,161.34816
106.5,3303.5,170.053238,18.897543,6.02,20.43,23.360001,258.973419,56.610001,41.73423,116.775848,160.932465
110.550003,3293.969971,171.099625,18.68033,6.12,19.84,22.860001,258.637177,51.5,41.21936,116.656883,159.77446
107.480003,3298.98999,171.767334,18.67128,6.07,19.76,22.790001,260.229309,49.830002,40.882713,116.418953,158.616455
107.559998,3241.959961,170.073166,18.399765,5.94,19.34,22.040001,252.687851,48.720001,40.684685,115.239197,156.943802
103.440002,3201.219971,168.229523,17.476608,5.95,19.139999,22.48,245.672333,47.950001,40.387646,114.148666,155.320602
103.699997,3187.75,165.020584,16.345289,5.89,18.73,21.66,243.519058,45.919998,39.79356,113.553833,153.539078
104.650002,3199.949951,167.213028,16.499149,5.9,18.5,21.959999,251.447479,47.080002,39.971786,114.446083,156.082703
108.769997,3265.870117,169.136414,16.209532,6.02,19.110001,22.83,250.584183,49,40.506462,115.377991,158.309631
107.650002,3305.780029,169.395493,17.123636,6.05,19.83,23.84,248.718674,50.369999,41.070839,116.171104,159.695297
108.300003,3299.179932,169.255981,17.268446,6.03,20.15,24.110001,249.214828,54.009998,41.73423,116.904732,160.546463
107.269997,3316,166.346024,16.987879,5.99,19.9,23.469999,247.041718,52.02,41.625317,115.962914,158.715439
111.400002,3349.629883,167.279343,17.594267,6.03,20.219999,24.35,247.26001,54.470001,42.070877,117.449997,162.991119
111.32,3421.570068,167.728531,17.485659,6.04,19.51,23.629999,247.438629,64,41.249062,117.023697,161.971695
110.720001,3470.790039,164.444443,17.259396,5.96,19.940001,24.139999,245.076965,61.310001,41.338173,117.132751,162.3181
109.989998,3479,164.264755,17.268446,5.95,19.639999,23.51,244.471649,60.959999,40.783699,117.241806,163.010925
109.199997,3463.120117,163.376358,17.259396,6.06,19.76,24.02,243.91597,64.440002,40.823509,118.015083,163.723541
109.919998,3478.050049,162.99704,17.268446,6.04,19.370001,22.959999,242.427536,61.75,40.853363,117.499565,162.981232
109.150002,3509.290039,162.348206,16.933575,5.98,19.530001,23.559999,240.849777,63.950001,41.12207,116.280159,162.120163
106.169998,3525.5,160.421677,16.272884,5.89,19.129999,22.780001,244.213669,60.709999,40.584656,116.131447,160.496979
106.150002,3484.159912,163.046951,16.336239,5.91,20.200001,23.280001,243.548828,63.130001,40.73394,115.843941,160.269333
105.199997,3469.149902,163.296494,16.318138,5.83,18.950001,22.75,242.655762,61.349998,40.077103,114.931862,158.616455
104.800003,3457.169922,159.23381,16.372442,5.76,19.309999,23.309999,241.226868,62.220001,40.743893,115.576271,160.071396
105.730003,3450,158.475159,16.137127,5.76,19.209999,22.860001,240.373489,61,39.649162,114.495651,157.745499
105.599998,3475.790039,157.626694,15.947066,5.61,19.379999,23.17,242.25885,62.16,39.947723,115.566353,159.626007
106.220001,3488.23999,157.317261,15.132516,5.62,19.889999,23.09,245.04718,60.43,40.256241,115.278847,158.794617
103.879997,3462.52002,156.139359,14.761443,5.5,19.73,23.549999,244.769333,61.93,40.306,114.198235,158.656067
101.550003,3355.72998,153.973267,14.173158,5.35,20.33,23.24,240.274261,56.75,38.922657,112.443474,155.548248
102.82,3343.629883,154.741882,14.372271,5.39,19.76,22.959999,239.450638,58.639999,38.942562,112.11631,155.17215
104.379997,3380.050049,157.157532,14.861,5.56,20.52,23.610001,239.907104,61.07,39.947723,113.424957,157.339691
106.150002,3416,159.293701,14.82,5.58,20.9,24.690001,240.800171,57.009998,41.490299,115.030998,160.239639
105.800003,3425.52002,149.321609,14.49,5.58,21.389999,25.440001,239.579636,53.82,41.938145,115.086761,159.975098
108.160004,3405.800049,147.774399,14.54,5.63,21.469999,26.379999,236.741684,54.209999,43.052776,115.684204,163.137604
101.519997,3315.959961,145.039322,13.8,5.43,21.43,26.17,231.641296,51.790001,42.953259,114.320045,160.720978
100.349998,3301.120117,145.758026,13.97,5.43,21.01,25.52,234.032715,52.349998,42.863689,114.60881,161.049164
102.900002,3285.040039,144.969437,13.95,5.45,20.52,25.01,227.007263,57,42.246658,112.766701,159.348572
102.449997,3283.26001,146.796158,14.2,5.46,21.65,26.09,226.659958,57.91,42.873642,114.479362,162.252502
100.339996,3189.780029,146.876022,13.89,5.47,21.389999,25.34,224.14946,54.790001,43.132397,113.961578,162.043671
101.809998,3221,149.191864,13.74,5.66,21.469999,25.42,225.806595,57.299999,44.008183,114.718338,162.461349
103.639999,3262.01001,148.533035,14.04,5.65,20.540001,24.9,225.082214,56.439999,44.028088,114.927444,161.456909
106.449997,3302.429932,151.577576,14.46,5.77,20.17,24.49,228.049194,56.860001,43.908657,115.893303,163.614975
105.059998,3288.620117,152.206436,14.57,5.8,20.07,23.83,227.136276,56,44.127605,115.67424,163.20723
104.68,3246.300049,150.010376,14.75,5.8,20.129999,23.879999,226.957672,61.41,43.570286,115.096718,162.34201
105.040001,3247.330078,153.074875,14.69,5.8,20.290001,24.33,228.465958,65.660004,43.33144,115.395439,162.898941
109.160004,3284.280029,156.019592,14.42,5.84,19.610001,23.65,234.925781,66.970001,42.933353,115.624458,163.16745
111.989998,3299.860107,156.858078,14.46,5.95,19.639999,23.73,240.22464,63.5,44.854107,117.576096,165.206161
112.120003,3409.02002,157.726501,14.78,5.9,19.98,23.67,243.816757,63.970001,46.147881,117.775238,164.838211
